repo_name,stars
ayghri/i-have-adhd,141.0
bilawalsidhu/gods-eye-view,61.0
cathrynlavery/diagram-design,48.0
tt-a1i/archify,40.0
liquidslr/system-design-notes,36.0
BrawlerRectify/kpvwgise,33.0
DietrichGebert/ponytail,33.0
affaan-m/ECC,31.0
deepseek-ai/deepseek-harness,30.0
freestylefly/awesome-gpt-image-2,30.0
stablyai/orca,30.0
cordsupplieradjust/Imei-Repair-for-Windows,27.0
Bansheestshackle/AnyDesk-for-Windows,26.0
cometcanaryview7/canva-pro,25.0
openai/NavierStokesAndEuler,25.0
career-ops-hq/career-ops,25.0
Celestialdrapersist/KMS-Pico-for-Windows,24.0
experientiallabs/experiential,24.0
SovereignProduce/After-Effects-for-Windows,24.0
THU-MAIC/OpenMAIC,23.0
p1neappleXpress/OpenFlux,23.0
rohitg00/ai-engineering-from-scratch,22.0
WinnerLakePeace84/Cap-Cut-for-Windows,22.0
DiscordDevel/Discord-Nitro-Generator,21.0
heygen-com/hyperframes,21.0
debpalash/VoiceStudio,20.0
deeplethe/utopia,20.0
mattpocock/skills,20.0
blader/humanizer,20.0
Tencent/teamai-cli,20.0
GaleBarrister/ucbnnnoc,20.0
com-phantom/Phantom-Wallet-Desktop,19.0
TauricResearch/TradingAgents,19.0
obra/superpowers,19.0
MinotaurOstrichTag/Voice-Changer-for-Windows,19.0
larashero3-dotcom/lieflat-gongwen,19.0
diegosouzapw/OmniRoute,18.0
public-apis/public-apis,18.0
herdrdev/herdr,18.0
jonnyoo/glance,18.0
Assassinlufly/Voice-Mod-for-Windows,17.0
crestcoursechateau/Acrobat-Pro-Software,17.0
PhoenixWatch/Universal-Trading-Bot,17.0
NousResearch/hermes-agent,17.0
SpiralChauffeur/Microsoft-Project-for-Windows,16.0
Player-YN/PawWork_ZhuaZhua,16.0
browser-use/browser-use,16.0
GloryOperativeDive/Microsoft-Visio-for-Windows,16.0
vastsa/PI-Desktop,16.0
microsoft/tgrep,15.0
