repo_name,stars
debpalash/VoiceStudio,276.0
decioriolepartition/qgkknlvf,248.0
bilawalsidhu/gods-eye-view,210.0
JustVugg/colibri,174.0
finlionanger/AutoCad-setup,149.0
InletBackerTier/SolidWorks-for-Windows,147.0
deepseek-ai/deepseek-harness,146.0
ScalarLinkAxe/Optimizer-Toolkit,138.0
HeartNautilusGuide/KMS-Pico,136.0
google/artemis,133.0
tt-a1i/archify,117.0
mattpocock/skills,104.0
DietrichGebert/ponytail,99.0
ayghri/i-have-adhd,99.0
Panniantong/Agent-Reach,95.0
TauricResearch/TradingAgents,94.0
affaan-m/ECC,86.0
langwatch/langwatch,85.0
StorageRavenWedge/Better-Discord,85.0
alibaba/open-code-review,83.0
Enamelovershackle/LANDR-Plugin-Bundles,82.0
NetDyerKindle/Autodesk-Inventor-Tool,81.0
tonhowtf/omniget,80.0
blizzardtrackmanor/Autodesk-Revit,79.0
petergyang/no-ai-slop,77.0
Rewindlyasquare2/azikrskp,76.0
webadderallorg/Recordly,73.0
asgeirtj/system_prompts_leaks,70.0
ever-co/ever-gauzy,70.0
obra/superpowers,67.0
microsoft/vscode,66.0
royallocksmithmodify/PH-Downloader,66.0
stablyai/orca,66.0
feder-cr/AIHawk,66.0
OnyxTyrantBay/-EaseUS-Partition-Master,65.0
unclecode/crawl4ai,62.0
pallets/flask,62.0
NaturalInvestor/Aida64-Extreme,61.0
vuejs/vue,60.0
rust-lang/rust,58.0
calesthio/OpenMontage,58.0
666ghj/MiroFish,58.0
tensorflow/tensorflow,57.0
Legendaryluwall/Cinema-4D,56.0
ruvnet/RuView,55.0
Fairsestronghold/instagram-liker,54.0
vxcontrol/pentagi,53.0
multimodal-art-projection/YuE,53.0
sindresorhus/awesome,51.0
MadsLorentzen/ai-job-search,51.0
torvalds/linux,51.0
django/django,50.0
kubernetes/kubernetes,50.0
alphaXiv/OpenResearch,50.0
firecrawl/firecrawl,49.0
melgarafael/DeskcommCRM,49.0
react/react,49.0
SnailSploit/Claude-Red,49.0
Lordog/dive-into-llms,47.0
github/spec-kit,47.0
microsoft/markitdown,47.0
yifanzhang-pro/recurrent-looped-tranformer,47.0
diegosouzapw/OmniRoute,46.0
harry0703/MoneyPrinterTurbo,46.0
nodejs/node,45.0
jiji262/douyin-downloader,45.0
Mathieu2301/TradingView-API,44.0
omacom/omarchy,44.0
golang/go,44.0
public-apis/public-apis,44.0
huggingface/transformers,43.0
YottaHippoSucceed/AOMEI-Backupper,43.0
totec448-spec/chat-on-steroids,42.0
python/cpython,41.0
Shubhamsaboo/awesome-llm-apps,41.0
imputnet/cobalt,41.0
peetzweg/opendisplay,40.0
Radiuszenravine/Magix-Music-Maker,40.0
Cyclegradeliver/mxjbudlu,40.0
cathrynlavery/diagram-design,39.0
rakanki911/DLSS5-Swapper,39.0
egoist/quickgui,38.0
THU-MAIC/OpenMAIC,38.0
blader/humanizer,38.0
anywhere-labs/dsh-desktop,38.0
icheer/edgetts-cloudflare-workers-webui,38.0
optiscaler/OptiScaler,37.0
addyosmani/agent-skills,37.0
nashsu/llm_wiki,37.0
dataelement/dsh-desktop,37.0
tech-leads-club/agent-skills,36.0
Leonxlnx/taste-skill,36.0
NousResearch/hermes-agent,36.0
Homebrew/BrewUI,36.0
sdli1995/dlssg_for_sm86,35.0
Sonarr/Sonarr,35.0
pbakaus/impeccable,34.0
px0-ai/px0,34.0
k1tbyte/Wand-Enhancer,34.0
donnemartin/system-design-primer,34.0
Kuddev/pebrel,34.0
hugohe3/ppt-master,33.0
gauthierpiarrette/highball,33.0
yuliskov/SmartTube,33.0
mksglu/context-mode,33.0
zjwzcx/Awesome-Astra-Embodied-AI,33.0
bojieli/ai-infra-book,32.0
msitarzewski/agency-agents,32.0
Graphify-Labs/graphify,32.0
awesome-selfhosted/awesome-selfhosted,32.0
codecrafters-io/build-your-own-x,31.0
localsend/localsend,31.0
virgiliojr94/book-to-skill,31.0
nextlevelbuilder/ui-ux-pro-max-skill,31.0
searxng/searxng,31.0
k2-fsa/OmniVoice,31.0
herdrdev/herdr,30.0
NVlabs/SoL-Pi,30.0
crwdla/tokentab,30.0
OhmSupporterJinx/AOMEI-Backupper,30.0
Tencent-Hunyuan/AuK,30.0
zhishile/codex-auth-helper,30.0
openai/codex,30.0
