repo_name,stars
pewdiepie-archdaemon/odysseus,172.0
chopratejas/headroom,41.0
microsoft/markitdown,37.0
microsoft/coreutils,23.0
NousResearch/hermes-agent,22.0
affaan-m/ECC,21.0
farion1231/cc-switch,20.0
Lum1104/Understand-Anything,19.0
colbymchenry/codegraph,17.0
codecrafters-io/build-your-own-x,16.0
multica-ai/andrej-karpathy-skills,16.0
D4Vinci/Scrapling,15.0
BigPizzaV3/CodexPlusPlus,14.0
nesquena/hermes-webui,12.0
asz798838958/aBaiAutoplus,12.0
LOWERTOP/Shadowrocket-First,12.0
anomalyco/opencode,12.0
Gloridust/WechatOnCloud,12.0
nexu-io/open-design,12.0
b-nnett/goose,11.0
harry0703/MoneyPrinterTurbo,11.0
opendataloader-project/opendataloader-pdf,10.0
garrytan/gstack,10.0
TauricResearch/TradingAgents,10.0
obra/superpowers,10.0
stefan-jansen/machine-learning-for-trading,10.0
OpenCut-app/OpenCut,10.0
Open-LLM-VTuber/Open-LLM-VTuber,10.0
esengine/DeepSeek-Reasonix,9.0
optiscalerclient/optiscaler-client,9.0
supermemoryai/supermemory,9.0
rohitg00/ai-engineering-from-scratch,9.0
Leonxlnx/taste-skill,9.0
safishamsi/graphify,9.0
AprilNEA/OpenLogi,9.0
pbakaus/impeccable,9.0
slippilaucnherapp/slippi-launcher,9.0
KKKKhazix/khazix-skills,9.0
can1357/oh-my-pi,9.0
virgiliojr94/book-to-skill,8.0
huayintianlai/LLM-Failsafe,8.0
Mohamed-Alaa90/ltk-manager,8.0
OpenBMB/VoxCPM,8.0
nextlevelbuilder/ui-ux-pro-max-skill,8.0
mattpocock/skills,7.0
Imbad0202/academic-research-skills,7.0
reconurge/flowsint,7.0
likeslines-maker/VectorRAG.Net,7.0
LeoYeAI/openclaw-marketing-skills,7.0
firecrawl/firecrawl,7.0
