repo_name,stars
mattpocock/skills,184.0
tt-a1i/archify,176.0
DietrichGebert/ponytail,127.0
deepseek-ai/deepseek-harness,101.0
blader/humanizer,87.0
affaan-m/ECC,86.0
bannedbook/fanqiang,82.0
debpalash/VoiceStudio,80.0
deeplethe/utopia,79.0
humanlayer/skills,74.0
zvec-ai/zvec-grep,72.0
stablyai/orca,59.0
arcboxlabs/arcbox,53.0
fmtlib/fmt,53.0
AprilNEA/OpenLogi,52.0
jakubkrehel/skills,52.0
ByteByteGoHq/system-design-101,52.0
larashero3-dotcom/writing-dna-skill,51.0
paladini/harness-score,50.0
openJiuwen-ai/jiuwenswarm,46.0
bilawalsidhu/gods-eye-view,46.0
anthropics/commerce-agents,44.0
anthropics/skills,43.0
obra/superpowers,43.0
averygan/reclip,42.0
Graphify-Labs/graphify,41.0
f/prompts.chat,38.0
crmne/fastpotify,36.0
larashero3-dotcom/lieflat-charts,36.0
NousResearch/hermes-agent,35.0
google-research/timesfm,35.0
rakanki911/DLSS5-Swapper,35.0
cathrynlavery/diagram-design,34.0
JuliusBrussee/caveman,33.0
sapientinc/PRAXIST,33.0
Imbad0202/academic-research-skills,33.0
lnkiai/m3e-canvas,31.0
THU-MAIC/OpenMAIC,31.0
GCWing/BitFun,30.0
pablostanley/yoinks,30.0
omacom/omarchy,30.0
