repo_name,today_stars,avg7,accel
TameViceVision69/gtnrvyoj,142.0,0.0,142.0
FollowerJouninDolmen/xsssgdcd,83.0,0.0,83.0
openaiotlab/CUHK-X,43.0,0.0,43.0
wafer-ai/gpu-perf-engineering-resources,33.0,0.42857142857142855,23.099999999999998
CH3SH-LC/myworkflow,20.0,0.0,20.0
sapientinc/PRAXIST,29.0,1.4285714285714286,11.941176470588234
deeplethe/utopia,35.0,2.0,11.666666666666666
jiji262/douyin-downloader,78.0,9.142857142857142,7.690140845070423
EvoMap/AutoResearch,58.0,8.714285714285714,5.970588235294118
LivXue/dsh-plugin-shop,24.0,3.2857142857142856,5.6000000000000005
arcboxlabs/arcbox,53.0,11.0,4.416666666666667
calesthio/OpenMontage,51.0,10.714285714285714,4.353658536585366
tigerless-labs/autoharness,37.0,7.571428571428571,4.316666666666666
alphaXiv/OpenResearch,31.0,8.0,3.4444444444444446
Tencent/WeKnora,20.0,5.0,3.3333333333333335
pitelephantdawn/KMS-Pico-for-Win,112.0,33.857142857142854,3.213114754098361
tonhowtf/omniget,51.0,16.0,3.0
bluecockatooshrink/AutoCad-setup,104.0,35.57142857142857,2.84375
melgarafael/DeskcommCRM,34.0,11.428571428571429,2.735632183908046
ScalarLinkAxe/Optimizer-Toolkit,102.0,37.714285714285715,2.6346863468634685
covetradesmanrivet/Acrobat-Reader-Pro,94.0,36.285714285714285,2.521072796934866
unstablebuild/rune,20.0,7.142857142857143,2.456140350877193
dataelement/dsh-desktop,32.0,12.142857142857142,2.4347826086956523
earendil-works/pi,20.0,7.285714285714286,2.4137931034482762
TealElderPlait/Cinema-4D,76.0,33.857142857142854,2.180327868852459
postlayerrespect26/FPS-Booster-for-Wiindows,106.0,49.142857142857146,2.113960113960114
deepseek-ai/deepseek-harness,69.0,32.714285714285715,2.0466101694915255
zhishile/codex-auth-helper,20.0,8.857142857142858,2.0289855072463765
pascalorg/editor,29.0,13.714285714285714,1.970873786407767
sindresorhus/awesome,25.0,11.714285714285714,1.9662921348314608
public-apis/public-apis,27.0,13.285714285714286,1.89
anywhere-labs/dsh-desktop,20.0,9.714285714285714,1.8666666666666667
jordan-gibbs/hyperresearch,33.0,16.857142857142858,1.8479999999999999
vastsa/PI-Desktop,23.0,12.0,1.7692307692307692
NVlabs/SoL-Pi,35.0,19.142857142857142,1.7375886524822695
google/artemis,49.0,27.428571428571427,1.7236180904522613
tt-a1i/archify,59.0,33.714285714285715,1.699588477366255
emilkowalski/skills,20.0,11.428571428571429,1.6091954022988506
blader/humanizer,20.0,11.428571428571429,1.6091954022988506
k2-fsa/OmniVoice,29.0,17.714285714285715,1.5496183206106868
nashsu/llm_wiki,32.0,20.428571428571427,1.4933333333333334
ghoulformpray/Monero-Miner,86.0,57.142857142857146,1.479115479115479
cathrynlavery/diagram-design,25.0,16.285714285714285,1.4462809917355373
affaan-m/ECC,36.0,25.0,1.3846153846153846
obra/superpowers,26.0,18.571428571428573,1.3284671532846715
mattpocock/skills,34.0,26.571428571428573,1.233160621761658
ayghri/i-have-adhd,134.0,109.85714285714286,1.208762886597938
DietrichGebert/ponytail,36.0,30.285714285714285,1.1506849315068493
stablyai/orca,35.0,30.285714285714285,1.1187214611872147
bilawalsidhu/gods-eye-view,94.0,86.28571428571429,1.0769230769230769
