repo_name,stars
ayghri/i-have-adhd,530.0
bilawalsidhu/gods-eye-view,522.0
BenyRonald77/uajy-academic-rag-chatbot,326.0
capncodes69/myfreebuff,319.0
repowahyuillahi/clock-update-windows-startup,315.0
umarhadi/fly-hermes,312.0
sanhaji182/gateway_realtime,302.0
randifajar/developer-portfolio,297.0
Vinsaeroy/gateway,294.0
sitimas9/ghsibudi,284.0
iamzulx/crypto-rag,275.0
ifqygazhar/mangaloom_parser,264.0
xfathurrahman/Lakubo-app,250.0
crestcoursechateau/Acrobat-Pro-Software,247.0
cortenaui/cortenaui,247.0
capncodes69/9r-bulk-add,245.0
rizqinrr/cv,241.0
hargitoktil/javalat,235.0
Faizpi/bank-sampah,228.0
deepseek-ai/deepseek-harness,224.0
ghoulformpray/Monero-Miner,223.0
pallets/flask,215.0
github/spec-kit,209.0
Embertuready/Total-Commander,209.0
watermitecreate/Optimizer-For-Windows,208.0
OnyxConductorSnips/Discord-Raid-Tools,207.0
VelocityNodeCompute/Universal-Trading-Bot,198.0
ZeptoFollowerRhythm/Seed-Phrase-Generator-and-Checker,195.0
DietrichGebert/ponytail,194.0
tt-a1i/archify,193.0
postlayerrespect26/FPS-Booster-for-Wiindows,192.0
vuejs/vue,162.0
cathrynlavery/diagram-design,162.0
microsoft/vscode,160.0
kubernetes/kubernetes,152.0
torvalds/linux,147.0
django/django,146.0
golang/go,145.0
NVlabs/SoL-Pi,139.0
nodejs/node,137.0
react/react,137.0
mattpocock/skills,136.0
python/cpython,135.0
liquidslr/system-design-notes,131.0
rust-lang/rust,130.0
diegosouzapw/OmniRoute,126.0
tensorflow/tensorflow,121.0
stablyai/orca,117.0
THU-MAIC/OpenMAIC,114.0
Tencent/teamai-cli,113.0
nashsu/llm_wiki,109.0
freestylefly/awesome-gpt-image-2,108.0
obra/superpowers,101.0
Edge0-AI/Edge0,96.0
vastsa/PI-Desktop,93.0
k2-fsa/OmniVoice,93.0
google/artemis,90.0
EvoMap/AutoResearch,90.0
alsk1992/CloddsBot,83.0
vercel-labs/skills,83.0
affaan-m/ECC,83.0
AlexsJones/llmfit,77.0
Levelgleadjust/Boris-FX-Tooolz,77.0
amagine-ai/Amagine3D,76.0
public-apis/public-apis,76.0
blader/humanizer,71.0
experientiallabs/experiential,71.0
sopaco/deepwiki-rs,71.0
mcncarl/yichen-skills,69.0
sapientinc/PRAXIST,68.0
MindDyerLink/Canva-Pro,68.0
miuuyy/codex-chatgpt-web,65.0
anywhere-labs/dsh-desktop,65.0
multimodal-art-projection/YuE,63.0
tigerless-labs/autoharness,63.0
yang0/handraw-style,62.0
angusdevgo/IDM_Pro_Tool,62.0
debpalash/VoiceStudio,62.0
sindresorhus/awesome,60.0
Untrivial-ai/agent-orchestrator,59.0
sdli1995/dlssg_for_sm86,58.0
heygen-com/hyperframes,58.0
JustVugg/colibri,54.0
Graphify-Labs/graphify,53.0
anomalyco/opencode,53.0
ShadeMultiplexer/Boris-FX-Tools,52.0
realchendahuang/feedsieve,52.0
averygan/reclip,50.0
firecrawl/firecrawl,50.0
DigitalPlatDev/FreeDomain,50.0
career-ops-hq/career-ops,49.0
mksglu/context-mode,49.0
vinta/awesome-python,49.0
earendil-works/pi,49.0
herdrdev/herdr,49.0
TheMythologist/GenP,47.0
jtydhr88/screenwriting-skills,47.0
arcboxlabs/arcbox,46.0
bot-probiv-tg/.github,46.0
nextlevelbuilder/ui-ux-pro-max-skill,45.0
TauricResearch/TradingAgents,45.0
lnkiai/m3e-canvas,45.0
Vincentwei1021/anything2explainer,45.0
