repo_name,stars
Lum1104/Understand-Anything,297.0
colbymchenry/codegraph,228.0
rohitg00/ai-engineering-from-scratch,149.0
multica-ai/andrej-karpathy-skills,148.0
affaan-m/ECC,119.0
NousResearch/hermes-agent,101.0
anthropics/knowledge-work-plugins,97.0
esengine/DeepSeek-Reasonix,96.0
mattpocock/skills,88.0
obra/superpowers,82.0
Leonxlnx/taste-skill,69.0
digitalinnovationone/potencializando-estudos-carreira-com-ia,62.0
garrytan/gstack,60.0
mukul975/Anthropic-Cybersecurity-Skills,53.0
earendil-works/pi,52.0
DigitalPlatDev/FreeDomain,51.0
harry0703/MoneyPrinterTurbo,50.0
nexu-io/open-design,46.0
NangoHQ/nango,44.0
Imbad0202/academic-research-skills,42.0
Axorax/awesome-free-apps,40.0
farion1231/cc-switch,39.0
google/eng-practices,38.0
Yuan1z0825/nature-skills,38.0
anthropics/skills,36.0
safishamsi/graphify,36.0
tinyhumansai/openhuman,34.0
joeseesun/wechat-radar,34.0
anthropics/claude-plugins-official,33.0
GitNimay/notary-electron,33.0
nextlevelbuilder/ui-ux-pro-max-skill,31.0
manaflow-ai/cmux,30.0
Alishahryar1/free-claude-code,30.0
