repo_name,today_stars,avg7,accel
IatomicreactorI/FOVEA,26.0,4.285714285714286,4.918918918918919
handsomestWei/patent-disclosure-skill,44.0,16.571428571428573,2.5040650406504064
k2-fsa/OmniVoice,20.0,7.857142857142857,2.258064516129032
Rion-Wu-tech/wechat-intelligence-hub,61.0,26.285714285714285,2.235602094240838
SolveaCX/tokentest.io,26.0,11.142857142857142,2.1411764705882352
aipoch/open-science,20.0,9.857142857142858,1.8421052631578947
cathrynlavery/diagram-design,53.0,31.857142857142858,1.6130434782608694
webadderallorg/Recordly,34.0,20.428571428571427,1.5866666666666667
blader/humanizer,57.0,35.142857142857146,1.577075098814229
The-Swarm-Corporation/AutoHedge,27.0,16.714285714285715,1.5241935483870968
microsoft/markitdown,35.0,22.714285714285715,1.4759036144578312
tt-a1i/archify,98.0,68.57142857142857,1.4086242299794662
OpenWhispr/openwhispr,29.0,19.714285714285715,1.4
earendil-works/pi,20.0,14.142857142857142,1.3207547169811322
deepseek-ai/deepseek-harness,57.0,43.0,1.2954545454545454
redhat-et/ripwire,29.0,23.428571428571427,1.1871345029239766
browser-use/browser-use,20.0,16.142857142857142,1.1666666666666667
coreyhaines31/marketingskills,23.0,18.857142857142858,1.158273381294964
pierrenade/short-video-generator-AI,31.0,28.428571428571427,1.0533980582524272
K-Dense-AI/scientific-agent-skills,20.0,18.857142857142858,1.0071942446043165
magnitudedev/magnitude,22.0,21.285714285714285,0.9871794871794872
affaan-m/ECC,76.0,76.71428571428571,0.9779411764705883
DietrichGebert/ponytail,65.0,68.85714285714286,0.9304703476482618
vorssaint/vorssaint-utils,29.0,30.285714285714285,0.9269406392694064
mattpocock/skills,82.0,97.28571428571429,0.8343023255813953
stablyai/orca,22.0,26.714285714285715,0.7938144329896907
debpalash/VoiceStudio,32.0,39.42857142857143,0.7915194346289752
NousResearch/hermes-agent,24.0,29.714285714285715,0.7813953488372093
public-apis/public-apis,23.0,31.285714285714285,0.7123893805309734
