repo_name,stars
cloudflare/security-audit-skill,249.0
browser-use/jev-ultrafast,231.0
alibaba/open-code-review,198.0
eternity4719/HowToLiveBetter,143.0
hypit-ai/hypit,130.0
tamaratran/fast-jev-compaction,119.0
deepseek-ai/deepseek-harness,102.0
Tencent/BrowserSkill,91.0
latent-spaces/brag,88.0
affaan-m/ECC,87.0
bendlang/bend,83.0
Human-Agent-Society/reef,80.0
tt-a1i/archify,80.0
Tencent/WeKnora,77.0
wide-trace/open-higgsfield,75.0
bilawalsidhu/gods-eye-view,73.0
miuuyy/codex-chatgpt-web,73.0
DietrichGebert/ponytail,68.0
GalaxyDirectorCrack/Indesign-setup,66.0
mattpocock/skills,65.0
google/artemis,65.0
shinthink/blitzstrike,62.0
asciimoo/hister,62.0
TheoLeeCJ/openjev,61.0
JustVugg/colibri,60.0
LocustEliminate/Acrobat-Reader-Professional,58.0
Open-Dev-Society/OpenStock,58.0
addyosmani/agent-skills,57.0
alphaXiv/OpenResearch,56.0
Pridechorouter/Microsoft-Visio,56.0
stablyai/orca,56.0
CorporalTreasure/Discord-Quest-Completer,48.0
PsycheNavigator/AutoCad,47.0
ayghri/i-have-adhd,46.0
ai-sucks-butt/ai-sucks-butt,46.0
NationalSecurityAgency/ghidra,45.0
abue-ammar/tinycast,43.0
jamiepine/voicebox,43.0
debpalash/VoiceStudio,42.0
obra/superpowers,39.0
bobeff/open-source-games,39.0
spinabot/brigade,38.0
HeightPresidentBuild/Cap-Cut-Pro,38.0
jarrodwatts/jev-trader,37.0
JuliusBrussee/caveman,37.0
TencentCloud/Octop,37.0
anthropics/claude-code,36.0
sindresorhus/awesome,35.0
diegosouzapw/OmniRoute,35.0
ever-co/ever-gauzy,35.0
multica-ai/andrej-karpathy-skills,34.0
D4Vinci/Scrapling,34.0
BoulderGateRecollect/Filmora-15,34.0
Lakr233/vphone-cli,33.0
yynxxxxx/gpt_sub_analysis,32.0
Graphify-Labs/graphify,32.0
coder/coder,31.0
n8n-io/n8n,31.0
BansheeExpertPanel68/KMS-Pico-Win,31.0
ctdal/cve-2026-41940-PoC,31.0
microsoft/markitdown,30.0
firecrawl/firecrawl,30.0
vinnylarouge/jevlike,30.0
rustfs/rustfs,30.0
ArcReel/ArcReel,30.0
