repo_name,stars
mattpocock/skills,910.0
DietrichGebert/ponytail,696.0
lnkiai/m3e-canvas,609.0
affaan-m/ECC,581.0
tt-a1i/archify,539.0
deepseek-ai/deepseek-harness,362.0
h4ckf0r0day/obscura,358.0
debpalash/VoiceStudio,313.0
blader/humanizer,301.0
cathrynlavery/diagram-design,277.0
magnitudedev/magnitude,272.0
public-apis/public-apis,242.0
NousResearch/hermes-agent,225.0
deeplethe/utopia,220.0
yczz/oc-english,217.0
Bottomaoembody/Any-Unlock,215.0
Eternalrasing/Kms-Pico-For-Win,214.0
anomalyco/opencode,206.0
stablyai/orca,202.0
bilawalsidhu/gods-eye-view,201.0
openJiuwen-ai/jiuwenswarm,201.0
sebbbi/NoGraphicsAPI,194.0
k1tbyte/Wand-Enhancer,185.0
ashemag/human-atlas,181.0
anthropics/skills,179.0
EvoMap/AutoResearch,173.0
Rion-Wu-tech/wechat-intelligence-hub,172.0
humanlayer/skills,171.0
THU-MAIC/OpenMAIC,170.0
rakanki911/DLSS5-Swapper,165.0
firecrawl/firecrawl,157.0
GlowSpiderNumber44/Cinema-4D-For-Win,155.0
experientiallabs/experiential,149.0
rtk-ai/rtk,146.0
diegosouzapw/OmniRoute,144.0
tigerless-labs/autoharness,142.0
sapientinc/PRAXIST,142.0
arcboxlabs/arcbox,140.0
anthropics/fermats-last-theorem,139.0
K-Dense-AI/scientific-agent-skills,136.0
sindresorhus/awesome,135.0
BraveOPotato/FckSignups,129.0
obra/superpowers,127.0
Armorsaintsurvive/Grok-Jailbreak-Prompt,127.0
omacom/omarchy,125.0
vinzdg/codenotch,124.0
Graphify-Labs/graphify,122.0
unclecode/crawl4ai,121.0
multica-ai/andrej-karpathy-skills,115.0
zhishile/codex-auth-helper,115.0
JerBouma/FinanceDatabase,114.0
wzhudev/reverse-linear-sync-engine,112.0
NVIDIA/Personal-AI-Router,112.0
vinta/awesome-python,111.0
jbiaojerry/ebook-treasure-chest,110.0
genspark-ai/genoffice,109.0
byJoey/warp-masque-actions,109.0
earendil-works/pi,107.0
yt-dlp/yt-dlp,105.0
pierrenade/short-video-generator-AI,105.0
WorldFlowAI/everything-claude-code,104.0
