repo_name,today_stars,avg7,accel
nexu-io/open-design,37.0,3.857142857142857,7.617647058823529
harry0703/MoneyPrinterTurbo,95.0,13.428571428571429,6.584158415841584
byoungd/English-level-up-tips,53.0,8.0,5.888888888888889
colbymchenry/codegraph,53.0,8.142857142857142,5.796875
unicity-sphere/sphere-sdk,70.0,11.428571428571429,5.632183908045977
Leonxlnx/taste-skill,61.0,9.857142857142858,5.618421052631579
multica-ai/andrej-karpathy-skills,45.0,8.142857142857142,4.921875
Lum1104/Understand-Anything,86.0,18.142857142857142,4.492537313432836
rohitg00/ai-engineering-from-scratch,39.0,8.571428571428571,4.074626865671642
esengine/DeepSeek-Reasonix,26.0,6.571428571428571,3.4339622641509435
affaan-m/ECC,22.0,6.857142857142857,2.8000000000000003
NousResearch/hermes-agent,24.0,7.714285714285714,2.754098360655737
DigitalPlatDev/FreeDomain,27.0,9.428571428571429,2.589041095890411
