repo_name,today_stars,avg7,accel
colbymchenry/codegraph,383.0,3.0,95.75
farion1231/cc-switch,117.0,0.42857142857142855,81.89999999999999
manaflow-ai/cmux,90.0,0.14285714285714285,78.75
CloakHQ/CloakBrowser,111.0,0.5714285714285714,70.63636363636364
rohitg00/ai-engineering-from-scratch,236.0,2.4285714285714284,68.83333333333334
Lum1104/Understand-Anything,329.0,3.857142857142857,67.73529411764706
D4Vinci/Scrapling,95.0,0.42857142857142855,66.5
Imbad0202/academic-research-skills,86.0,0.42857142857142855,60.199999999999996
anthropics/claude-plugins-official,257.0,3.4285714285714284,58.03225806451613
trimstray/the-book-of-secret-knowledge,97.0,0.7142857142857143,56.58333333333333
codecrafters-io/build-your-own-x,64.0,0.14285714285714285,56.0
NousResearch/hermes-agent,161.0,2.0,53.666666666666664
obra/superpowers,165.0,2.142857142857143,52.5
nexu-io/open-design,109.0,1.1428571428571428,50.86666666666667
mattpocock/skills,159.0,2.142857142857143,50.59090909090909
BigPizzaV3/CodexPlusPlus,57.0,0.14285714285714285,49.875
affaan-m/ECC,71.0,0.42857142857142855,49.699999999999996
ruvnet/RuView,110.0,1.2857142857142858,48.125
anthropics/knowledge-work-plugins,48.0,0.0,48.0
Alishahryar1/free-claude-code,75.0,0.5714285714285714,47.72727272727273
tinyhumansai/openhuman,81.0,0.7142857142857143,47.25
anthropics/skills,53.0,0.14285714285714285,46.375
esengine/DeepSeek-Reasonix,52.0,0.14285714285714285,45.5
can1357/oh-my-pi,58.0,0.2857142857142857,45.111111111111114
Hmbown/DeepSeek-TUI,64.0,0.42857142857142855,44.8
msitarzewski/agency-agents,51.0,0.14285714285714285,44.625
thananon/9arm-skills,57.0,0.2857142857142857,44.333333333333336
multica-ai/multica,63.0,0.42857142857142855,44.1
OpenSenseNova/SenseNova-U1,44.0,0.0,44.0
yt-dlp/yt-dlp,93.0,1.1428571428571428,43.4
wiltodelta/remove-ai-watermarks,43.0,0.0,43.0
yaojingang/GEOFlow,43.0,0.0,43.0
withcoral/coral,49.0,0.14285714285714285,42.875
FoundZiGu/GuJumpgate,60.0,0.42857142857142855,42.0
hugohe3/ppt-master,48.0,0.14285714285714285,42.0
Yuan1z0825/nature-skills,47.0,0.14285714285714285,41.125
multica-ai/andrej-karpathy-skills,405.0,8.857142857142858,41.086956521739125
earendil-works/pi,58.0,0.42857142857142855,40.6
walkinglabs/learn-harness-engineering,46.0,0.14285714285714285,40.25
rohitg00/agentmemory,54.0,0.42857142857142855,37.8
karpathy/nn-zero-to-hero,59.0,0.5714285714285714,37.54545454545455
88lin/video_vip,42.0,0.14285714285714285,36.75
awesome-selfhosted/awesome-selfhosted,36.0,0.0,36.0
TauricResearch/TradingAgents,41.0,0.14285714285714285,35.875
firecrawl/firecrawl,51.0,0.42857142857142855,35.699999999999996
XiaoLuoLYG/GOD,35.0,0.0,35.0
openai/codex,35.0,0.0,35.0
gokulgml/polymarket-copy-trading-bot,35.0,0.0,35.0
VoltAgent/awesome-design-md,50.0,0.42857142857142855,35.0
decolua/9router,44.0,0.2857142857142857,34.22222222222223
