repo_name,stars
pewdiepie-archdaemon/odysseus,446.0
microsoft/markitdown,140.0
harry0703/MoneyPrinterTurbo,102.0
affaan-m/ECC,82.0
boundless-large-model/boundless-world-model,71.0
Lum1104/Understand-Anything,64.0
AprilNEA/OpenLogi,63.0
NousResearch/hermes-agent,60.0
codecrafters-io/build-your-own-x,60.0
colbymchenry/codegraph,49.0
chopratejas/headroom,47.0
multica-ai/andrej-karpathy-skills,47.0
Leonxlnx/taste-skill,45.0
farion1231/cc-switch,43.0
nesquena/hermes-webui,41.0
OpenBMB/VoxCPM,40.0
mattpocock/skills,40.0
ruvnet/RuView,36.0
FareedKhan-dev/train-llm-from-scratch,36.0
anthropics/skills,35.0
D4Vinci/Scrapling,34.0
NVIDIA/SkillSpector,32.0
obra/superpowers,32.0
reconurge/flowsint,32.0
nexu-io/open-design,31.0
butterbase-ai/butterbase-oss,31.0
BigPizzaV3/CodexPlusPlus,29.0
esengine/DeepSeek-Reasonix,28.0
Crosstalk-Solutions/project-nomad,27.0
byoungd/English-level-up-tips,27.0
DigitalPlatDev/FreeDomain,25.0
GordenSun/GordenPPTSkill,25.0
Imbad0202/academic-research-skills,24.0
rohitg00/ai-engineering-from-scratch,24.0
heygen-com/hyperframes,24.0
sandiiarov/skill-creator,23.0
meituan-longcat/LongCat-Video,23.0
safishamsi/graphify,23.0
run-llama/liteparse,23.0
can1357/oh-my-pi,22.0
AgriciDaniel/claude-seo,22.0
nextlevelbuilder/ui-ux-pro-max-skill,22.0
sindresorhus/awesome,21.0
garrytan/gstack,20.0
datalab-to/surya,20.0
VibeBench/VibeSearchBench,20.0
crynta/terax-ai,20.0
anthropics/claude-code,20.0
microsoft/SkillOpt,20.0
mukul975/Anthropic-Cybersecurity-Skills,19.0
