repo_name,today_stars,avg7,accel
wpzzz/blocked-sites-in-south-korea,80.0,1.4285714285714286,32.94117647058823
cloud-in-a-bottle/cloud-in-a-bottle,28.0,0.0,28.0
LivXue/dsh-plugin-shop,44.0,1.1428571428571428,20.533333333333335
sonicloudco/recorder,48.0,2.2857142857142856,14.608695652173914
zgwl/chinese-buy-us-stock-guide,50.0,3.142857142857143,12.06896551724138
okf-memory/okf-agent-memory,30.0,1.5714285714285714,11.666666666666668
aipoch/open-science,43.0,2.857142857142857,11.148148148148149
Novals83/5min-btc-polymarket,28.0,1.7142857142857142,10.31578947368421
burakgon/stop-stutter,48.0,7.714285714285714,5.508196721311474
voyag-commits/Open-Source-Astra-Alternative,48.0,7.857142857142857,5.419354838709677
jbiaojerry/ebook-treasure-chest,50.0,8.571428571428571,5.223880597014926
ai-search-guru/getcito-worlds-first-open-source-aio-aeo-or-geo-tool,30.0,5.857142857142857,4.375
KJGX66F/usque-custom-pro,20.0,4.0,4.0
ashemag/human-atlas,66.0,16.428571428571427,3.7868852459016398
pierrenade/short-video-generator-AI,39.0,9.428571428571429,3.73972602739726
wzhudev/reverse-linear-sync-engine,40.0,10.285714285714286,3.5443037974683542
vinzdg/codenotch,42.0,11.714285714285714,3.303370786516854
wang2122/sprix-sage-router,21.0,6.0,3.0
tigerless-labs/autoharness,44.0,14.0,2.933333333333333
majidmanzarpour/threejs-game-skills,22.0,6.714285714285714,2.8518518518518516
EvoMap/AutoResearch,52.0,17.285714285714285,2.84375
genspark-ai/genoffice,32.0,11.0,2.6666666666666665
jingyaogong/minimind,28.0,9.571428571428571,2.6486486486486487
AdventDevInc/kudu,23.0,7.857142857142857,2.596774193548387
openai/codex,20.0,7.857142857142857,2.258064516129032
unclecode/crawl4ai,31.0,12.857142857142858,2.2371134020618557
humanlayer/skills,42.0,18.428571428571427,2.1617647058823533
BraveOPotato/FckSignups,30.0,14.142857142857142,1.9811320754716981
omacom/omarchy,28.0,13.857142857142858,1.8846153846153846
deeplethe/utopia,48.0,24.571428571428573,1.877094972067039
zhishile/codex-auth-helper,25.0,12.857142857142858,1.8041237113402062
deepseek-ai/deepseek-harness,73.0,41.285714285714285,1.7263513513513513
multica-ai/andrej-karpathy-skills,24.0,13.0,1.7142857142857142
Leonxlnx/taste-skill,21.0,11.428571428571429,1.6896551724137931
sindresorhus/awesome,25.0,15.714285714285714,1.4957264957264957
sebbbi/NoGraphicsAPI,35.0,22.714285714285715,1.4759036144578312
blader/humanizer,53.0,35.42857142857143,1.4549019607843137
Graphify-Labs/graphify,22.0,14.285714285714286,1.439252336448598
THU-MAIC/OpenMAIC,30.0,20.0,1.4285714285714286
rakanki911/DLSS5-Swapper,29.0,19.428571428571427,1.4195804195804196
tt-a1i/archify,92.0,63.857142857142854,1.4185022026431717
experientiallabs/experiential,26.0,17.571428571428573,1.4
NousResearch/hermes-agent,38.0,26.714285714285715,1.3711340206185567
cathrynlavery/diagram-design,46.0,33.0,1.3529411764705883
firecrawl/firecrawl,26.0,18.714285714285715,1.3188405797101448
affaan-m/ECC,93.0,69.71428571428571,1.3151515151515152
Rion-Wu-tech/wechat-intelligence-hub,28.0,20.571428571428573,1.2980132450331126
mattpocock/skills,142.0,109.71428571428571,1.2825806451612904
K-Dense-AI/scientific-agent-skills,22.0,16.285714285714285,1.2727272727272727
k1tbyte/Wand-Enhancer,29.0,22.285714285714285,1.245398773006135
