repo_name,stars
DeusData/codebase-memory-mcp,83.0
calesthio/OpenMontage,79.0
XxHuberrr/Mineradio,69.0
DietrichGebert/ponytail,66.0
simplex-chat/simplex-chat,54.0
bikini/exploitarium,54.0
deepseek-ai/DeepSpec,50.0
xbtlin/ai-berkshire,49.0
topoteretes/cognee,49.0
Panniantong/Agent-Reach,47.0
google-labs-code/design.md,36.0
TieNoviceTake/Discord-Server-Cloner,35.0
Emblemclochopper/Cinema-4D-Activated,34.0
JCodesMore/ai-website-cloner-template,34.0
mattpocock/skills,32.0
hugohe3/ppt-master,31.0
anomalyco/opencode,31.0
msitarzewski/agency-agents,31.0
NousResearch/hermes-agent,31.0
affaan-m/ECC,30.0
