repo_name,stars
pewdiepie-archdaemon/odysseus,192.0
unicity-astrid/astrid,66.0
unicity-astrid/sdk-rust,57.0
chopratejas/headroom,54.0
unicity-astrid/sdk-js,47.0
unicity-astrid/rfcs,40.0
mattpocock/skills,26.0
microsoft/markitdown,26.0
NousResearch/hermes-agent,24.0
zgwl/chinese-buy-us-stock-guide,21.0
affaan-m/ECC,21.0
multica-ai/andrej-karpathy-skills,19.0
obra/superpowers,19.0
MisoLabsAI/MisoTTS,18.0
colbymchenry/codegraph,18.0
Lum1104/Understand-Anything,16.0
tinyfish-io/bigset,15.0
D4Vinci/Scrapling,15.0
cpaczek/skylight,15.0
microsoft/coreutils,15.0
safishamsi/graphify,14.0
henrymikel/7figurestom,13.0
nesquena/hermes-webui,13.0
b-nnett/goose,12.0
rtk-ai/rtk,12.0
vedika-io/xalen-ephemeris,12.0
farion1231/cc-switch,12.0
Leonxlnx/taste-skill,12.0
sindresorhus/awesome,12.0
opendataloader-project/opendataloader-pdf,11.0
firecrawl/firecrawl,11.0
MadsLorentzen/ai-job-search,11.0
harry0703/MoneyPrinterTurbo,11.0
ideogram-oss/ideogram4,11.0
BigPizzaV3/CodexPlusPlus,11.0
SenhorH/tab-labeler,11.0
anthropics/skills,11.0
google-deepmind/science-skills,11.0
duanebester/gooey,10.0
OpenCut-app/OpenCut,10.0
lyogavin/airllm,9.0
openclaw/openclaw,9.0
esengine/DeepSeek-Reasonix,9.0
pbakaus/impeccable,9.0
Kikobeats/untracked,9.0
reconurge/flowsint,9.0
rohitg00/ai-engineering-from-scratch,8.0
github/spec-kit,8.0
MallyDev2/DiscordLyrics,8.0
cyberpapiii/chipotlai-max,8.0
