repo_name,today_stars,avg7,accel
tamaratran/fast-jev-compaction,90.0,4.142857142857143,17.5
eternity4719/HowToLiveBetter,90.0,7.571428571428571,10.5
HeightPresidentBuild/Cap-Cut-Pro,26.0,1.7142857142857142,9.578947368421051
Open-Dev-Society/OpenStock,35.0,3.2857142857142856,8.166666666666666
yynxxxxx/gpt_sub_analysis,20.0,1.7142857142857142,7.368421052631579
CorporalTreasure/Discord-Quest-Completer,28.0,2.857142857142857,7.2592592592592595
Human-Agent-Society/reef,40.0,5.714285714285714,5.957446808510638
bendlang/bend,38.0,6.428571428571429,5.115384615384615
Tencent/WeKnora,35.0,6.0,5.0
GalaxyDirectorCrack/Indesign-setup,28.0,5.428571428571429,4.355555555555555
Pridechorouter/Microsoft-Visio,24.0,4.571428571428571,4.3076923076923075
browser-use/jev-ultrafast,90.0,20.142857142857142,4.256756756756757
miuuyy/codex-chatgpt-web,28.0,6.428571428571429,3.769230769230769
wide-trace/open-higgsfield,27.0,6.857142857142857,3.4363636363636365
alibaba/open-code-review,65.0,19.0,3.25
Tencent/BrowserSkill,31.0,8.571428571428571,3.238805970149254
asciimoo/hister,20.0,6.0,2.857142857142857
tt-a1i/archify,24.0,8.0,2.6666666666666665
deepseek-ai/deepseek-harness,30.0,10.285714285714286,2.6582278481012658
affaan-m/ECC,25.0,8.857142857142858,2.5362318840579707
hypit-ai/hypit,29.0,14.428571428571429,1.8796296296296295
cloudflare/security-audit-skill,38.0,30.142857142857142,1.2201834862385321
