repo_name,stars
Lum1104/Understand-Anything,458.0
multica-ai/andrej-karpathy-skills,248.0
colbymchenry/codegraph,241.0
rohitg00/ai-engineering-from-scratch,219.0
affaan-m/ECC,139.0
mattpocock/skills,130.0
NousResearch/hermes-agent,114.0
anthropics/knowledge-work-plugins,108.0
tinyhumansai/openhuman,106.0
obra/superpowers,105.0
Imbad0202/academic-research-skills,103.0
ruvnet/RuView,89.0
esengine/DeepSeek-Reasonix,88.0
anthropics/claude-plugins-official,86.0
perplexityai/bumblebee,86.0
nexu-io/open-design,82.0
mukul975/Anthropic-Cybersecurity-Skills,79.0
CloakHQ/CloakBrowser,77.0
google/eng-practices,74.0
st-tech/ppf-contact-solver,70.0
trimstray/the-book-of-secret-knowledge,61.0
farion1231/cc-switch,60.0
manaflow-ai/cmux,59.0
safishamsi/graphify,57.0
rohitg00/agentmemory,56.0
Alishahryar1/free-claude-code,54.0
VoltAgent/awesome-design-md,53.0
multica-ai/multica,50.0
AndrewPrifer/liquid-dom,48.0
yt-dlp/yt-dlp,47.0
garrytan/gstack,46.0
hugohe3/ppt-master,44.0
Fincept-Corporation/FinceptTerminal,44.0
Yuan1z0825/nature-skills,43.0
ruvnet/ruflo,42.0
earendil-works/pi,42.0
microsoft/AI-Engineering-Coach,41.0
can1357/oh-my-pi,41.0
tashfeenahmed/freellmapi,41.0
anomalyco/opencode,40.0
datawhalechina/hello-agents,40.0
codecrafters-io/build-your-own-x,40.0
firecrawl/firecrawl,40.0
BigPizzaV3/CodexPlusPlus,39.0
supertone-inc/supertonic,39.0
Hmbown/CodeWhale,38.0
withcoral/coral,38.0
HKUDS/ViMax,37.0
nextlevelbuilder/ui-ux-pro-max-skill,36.0
cmliu/edgetunnel,36.0
