repo_name,today_stars,avg7,accel
joeseesun/wechat-radar,34.0,0.0,34.0
colbymchenry/codegraph,121.0,15.285714285714286,7.429824561403509
Leonxlnx/taste-skill,37.0,4.571428571428571,6.641025641025641
Axorax/awesome-free-apps,22.0,2.5714285714285716,6.159999999999999
mukul975/Anthropic-Cybersecurity-Skills,28.0,3.5714285714285716,6.125
earendil-works/pi,27.0,3.5714285714285716,5.90625
rohitg00/ai-engineering-from-scratch,71.0,11.142857142857142,5.847058823529412
Imbad0202/academic-research-skills,22.0,2.857142857142857,5.703703703703703
garrytan/gstack,30.0,4.285714285714286,5.675675675675675
harry0703/MoneyPrinterTurbo,24.0,3.7142857142857144,5.090909090909091
multica-ai/andrej-karpathy-skills,61.0,12.428571428571429,4.542553191489362
digitalinnovationone/potencializando-estudos-carreira-com-ia,27.0,5.0,4.5
anthropics/knowledge-work-plugins,40.0,8.142857142857142,4.375
NousResearch/hermes-agent,41.0,8.571428571428571,4.2835820895522385
esengine/DeepSeek-Reasonix,39.0,8.142857142857142,4.265625
nexu-io/open-design,20.0,3.7142857142857144,4.242424242424242
affaan-m/ECC,47.0,10.285714285714286,4.1645569620253164
Lum1104/Understand-Anything,111.0,26.571428571428573,4.025906735751295
mattpocock/skills,31.0,8.142857142857142,3.390625
obra/superpowers,29.0,7.571428571428571,3.3833333333333333
