repo_name,stars
NandhaKishorM/laya,213.0
browser-use/jev-ultrafast,124.0
google/ax,75.0
mizorewww/laya-mlx,65.0
AlchemistTrail/Windows-Optimizer,46.0
zai-org/ZCode,44.0
jaredpalmer/kev,43.0
eternity4719/HowToLiveBetter,40.0
CraterSerpentGlow/Discord-Server-Raider,39.0
Open-Dev-Society/OpenStock,37.0
Highwayencomplete40/KMS-Pico,36.0
cloudflare/security-audit-skill,36.0
bilawalsidhu/gods-eye-view,36.0
jev-chat/jev-chat-jarvis,36.0
DaimyoJournal/Discord-Booster-Joiner,36.0
alibaba/open-code-review,34.0
BeastStokerSouk/Better-Discord,32.0
Mak5er/AirCard,32.0
Apparitionofthrive/FL-Studio-26,32.0
CaptainCount/Total-Commander,31.0
BuilderIO/agent-native,30.0
stablyai/orca,30.0
