repo_name,stars
pewdiepie-archdaemon/odysseus,626.0
microsoft/markitdown,201.0
harry0703/MoneyPrinterTurbo,200.0
affaan-m/ECC,111.0
Lum1104/Understand-Anything,96.0
AprilNEA/OpenLogi,95.0
NousResearch/hermes-agent,87.0
colbymchenry/codegraph,86.0
codecrafters-io/build-your-own-x,83.0
multica-ai/andrej-karpathy-skills,79.0
boundless-large-model/boundless-world-model,77.0
farion1231/cc-switch,74.0
D4Vinci/Scrapling,70.0
OpenBMB/VoxCPM,70.0
BigPizzaV3/CodexPlusPlus,69.0
Leonxlnx/taste-skill,68.0
nesquena/hermes-webui,65.0
chopratejas/headroom,65.0
mattpocock/skills,63.0
rohitg00/ai-engineering-from-scratch,59.0
obra/superpowers,57.0
FareedKhan-dev/train-llm-from-scratch,50.0
esengine/DeepSeek-Reasonix,49.0
GordenSun/GordenPPTSkill,48.0
anthropics/skills,47.0
butterbase-ai/butterbase-oss,47.0
nexu-io/open-design,46.0
Imbad0202/academic-research-skills,43.0
byoungd/English-level-up-tips,42.0
ruvnet/RuView,42.0
anthropics/claude-code,42.0
reconurge/flowsint,39.0
NVIDIA/SkillSpector,38.0
run-llama/liteparse,38.0
microsoft/SkillOpt,36.0
Crosstalk-Solutions/project-nomad,36.0
heygen-com/hyperframes,35.0
safishamsi/graphify,34.0
DigitalPlatDev/FreeDomain,33.0
greensock/gsap-skills,32.0
sindresorhus/awesome,32.0
revfactory/harness,31.0
supermemoryai/supermemory,31.0
can1357/oh-my-pi,30.0
op7418/guizang-social-card-skill,30.0
