repo_name,today_stars,avg7,accel
BenyRonald77/uajy-academic-rag-chatbot,326.0,0.0,326.0
capncodes69/myfreebuff,319.0,0.0,319.0
repowahyuillahi/clock-update-windows-startup,315.0,0.0,315.0
Vinsaeroy/gateway,294.0,0.0,294.0
ifqygazhar/mangaloom_parser,264.0,0.0,264.0
xfathurrahman/Lakubo-app,250.0,0.0,250.0
cortenaui/cortenaui,247.0,0.0,247.0
capncodes69/9r-bulk-add,245.0,0.0,245.0
hargitoktil/javalat,235.0,0.0,235.0
Faizpi/bank-sampah,228.0,0.0,228.0
Levelgleadjust/Boris-FX-Tooolz,77.0,0.0,77.0
ahegazy0/linux-basics-for-hackers-notes,42.0,0.0,42.0
openaiotlab/CUHK-X,36.0,0.0,36.0
sapientinc/PRAXIST,61.0,1.0,30.5
TencentCloud/CubeSandbox,34.0,0.42857142857142855,23.8
EvoMap/AutoResearch,73.0,2.4285714285714284,21.291666666666668
tigerless-labs/autoharness,47.0,2.2857142857142856,14.304347826086957
sumimakito/Mac-Duo,30.0,1.1428571428571428,14.0
arcboxlabs/arcbox,35.0,1.5714285714285714,13.611111111111112
mcncarl/yichen-skills,45.0,3.4285714285714284,10.161290322580644
adtexterry-lgtm/unigit-ecosystem,23.0,1.2857142857142858,10.0625
anywhere-labs/dsh-desktop,42.0,3.2857142857142856,9.8
tigerless-labs/agent-memory,22.0,1.2857142857142858,9.625
NVlabs/SoL-Pi,81.0,8.285714285714286,8.723076923076922
dataelement/dsh-desktop,21.0,1.4285714285714286,8.647058823529411
t8y2/dbx,28.0,2.2857142857142856,8.521739130434783
freestylefly/awesome-gpt-image-2,63.0,6.428571428571429,8.48076923076923
bojieli/ai-agent-book,26.0,2.142857142857143,8.272727272727273
THU-MAIC/OpenMAIC,64.0,7.142857142857143,7.859649122807018
DietrichGebert/ponytail,106.0,12.571428571428571,7.810526315789474
multimodal-art-projection/YuE,36.0,3.857142857142857,7.411764705882352
miuuyy/codex-chatgpt-web,37.0,4.0,7.4
Yuan1z0825/nature-skills,23.0,2.142857142857143,7.318181818181818
averygan/reclip,29.0,3.0,7.25
armory3d/armorpaint,25.0,2.5714285714285716,7.0
router-for-me/CLIProxyAPI,20.0,1.8571428571428572,7.0
D4Vinci/Scrapling,22.0,2.142857142857143,7.0
multica-ai/andrej-karpathy-skills,23.0,2.2857142857142856,7.0
jtydhr88/screenwriting-skills,27.0,2.857142857142857,7.0
microsoft/markitdown,25.0,2.7142857142857144,6.730769230769231
Tencent/teamai-cli,58.0,7.857142857142857,6.548387096774193
nexu-io/open-design,24.0,2.7142857142857144,6.461538461538462
AlexsJones/llmfit,40.0,5.285714285714286,6.363636363636364
harry0703/MoneyPrinterTurbo,22.0,2.5714285714285716,6.159999999999999
postlayerrespect26/FPS-Booster-for-Wiindows,93.0,14.142857142857142,6.1415094339622645
Graphify-Labs/graphify,28.0,3.5714285714285716,6.125
earendil-works/pi,26.0,3.2857142857142856,6.066666666666666
virgiliojr94/book-to-skill,23.0,2.857142857142857,5.962962962962963
JustVugg/colibri,28.0,3.7142857142857144,5.9393939393939394
nashsu/llm_wiki,53.0,8.0,5.888888888888889
