repo_name,today_stars,avg7,accel
TapXWorld/ChinaTextbook,30.0,2.4285714285714284,8.75
jbiaojerry/ebook-treasure-chest,21.0,1.5714285714285714,8.166666666666668
yikart/AiToEarn,21.0,2.5714285714285716,5.88
colbymchenry/codegraph,35.0,6.285714285714286,4.803921568627451
alchaincyf/huashu-design,21.0,3.5714285714285716,4.59375
farion1231/cc-switch,35.0,6.857142857142857,4.454545454545455
Leonxlnx/taste-skill,60.0,12.714285714285714,4.375
BigPizzaV3/CodexPlusPlus,21.0,3.857142857142857,4.323529411764706
mvanhorn/last30days-skill,88.0,23.428571428571427,3.60233918128655
NousResearch/hermes-agent,38.0,9.857142857142858,3.5
obra/superpowers,28.0,7.142857142857143,3.43859649122807
lfnovo/open-notebook,24.0,7.0,3.0
safishamsi/graphify,37.0,11.857142857142858,2.8777777777777778
chopratejas/headroom,35.0,11.285714285714286,2.8488372093023253
github/spec-kit,20.0,6.142857142857143,2.8
XingYu-Zhong/DeepSeek-GUI,22.0,7.0,2.75
harry0703/MoneyPrinterTurbo,20.0,6.428571428571429,2.692307692307692
microsoft/markitdown,26.0,9.0,2.6
Lum1104/Understand-Anything,20.0,7.0,2.5
roboflow/supervision,29.0,12.428571428571429,2.1595744680851063
mattpocock/skills,27.0,11.571428571428571,2.147727272727273
multica-ai/andrej-karpathy-skills,23.0,9.857142857142858,2.1184210526315788
RyanCodrai/turbovec,31.0,15.285714285714286,1.9035087719298247
alibaba/open-code-review,23.0,11.571428571428571,1.8295454545454546
pewdiepie-archdaemon/odysseus,45.0,24.285714285714285,1.7796610169491527
