repo_name,stars
Lum1104/Understand-Anything,692.0
colbymchenry/codegraph,380.0
multica-ai/andrej-karpathy-skills,370.0
rohitg00/ai-engineering-from-scratch,346.0
affaan-m/ECC,204.0
mattpocock/skills,192.0
NousResearch/hermes-agent,161.0
anthropics/knowledge-work-plugins,147.0
obra/superpowers,147.0
Imbad0202/academic-research-skills,137.0
esengine/DeepSeek-Reasonix,133.0
tinyhumansai/openhuman,128.0
CloakHQ/CloakBrowser,108.0
google/eng-practices,107.0
mukul975/Anthropic-Cybersecurity-Skills,107.0
nexu-io/open-design,107.0
ruvnet/RuView,104.0
anthropics/claude-plugins-official,104.0
farion1231/cc-switch,96.0
perplexityai/bumblebee,95.0
st-tech/ppf-contact-solver,83.0
manaflow-ai/cmux,79.0
safishamsi/graphify,75.0
Alishahryar1/free-claude-code,75.0
rohitg00/agentmemory,73.0
BigPizzaV3/CodexPlusPlus,73.0
trimstray/the-book-of-secret-knowledge,71.0
earendil-works/pi,71.0
VoltAgent/awesome-design-md,70.0
multica-ai/multica,65.0
hugohe3/ppt-master,63.0
garrytan/gstack,62.0
codecrafters-io/build-your-own-x,61.0
Hmbown/CodeWhale,60.0
anomalyco/opencode,56.0
AndrewPrifer/liquid-dom,54.0
can1357/oh-my-pi,54.0
yt-dlp/yt-dlp,52.0
rtk-ai/rtk,52.0
Yuan1z0825/nature-skills,51.0
datawhalechina/hello-agents,51.0
Fincept-Corporation/FinceptTerminal,51.0
firecrawl/firecrawl,50.0
supertone-inc/supertonic,50.0
ruvnet/ruflo,49.0
tashfeenahmed/freellmapi,49.0
openclaw/openclaw,47.0
openai/codex,47.0
anthropics/skills,47.0
microsoft/AI-Engineering-Coach,45.0
666ghj/MiroFish,45.0
cmliu/edgetunnel,45.0
HKUDS/ViMax,44.0
withcoral/coral,44.0
sindresorhus/awesome,44.0
nextlevelbuilder/ui-ux-pro-max-skill,43.0
simplifaisoul/osiris,43.0
elementalsouls/Claude-BugHunter,43.0
88lin/video_vip,43.0
humanlayer/12-factor-agents,42.0
JuliusBrussee/caveman,42.0
ComposioHQ/awesome-codex-skills,41.0
K-Dense-AI/scientific-agent-skills,40.0
blakeblackshear/frigate,39.0
msitarzewski/agency-agents,38.0
pbakaus/impeccable,38.0
HKUDS/CLI-Anything,37.0
decolua/9router,37.0
freestylefly/awesome-gpt-image-2,37.0
itsfatduck/optimizerDuck,36.0
anthropics/claude-code,35.0
ChromeDevTools/chrome-devtools-mcp,35.0
hardikpandya/stop-slop,35.0
D4Vinci/Scrapling,35.0
tw93/Mole,35.0
jamiepine/voicebox,35.0
averygan/reclip,34.0
TauricResearch/TradingAgents,34.0
anthropics/financial-services,34.0
github/spec-kit,34.0
immich-app/immich,34.0
SageClub/polymarket-arbitrage-trading-bot,34.0
Fission-AI/OpenSpec,33.0
rasbt/LLMs-from-scratch,33.0
presenton/presenton,33.0
Stirling-Tools/Stirling-PDF,32.0
ggml-org/llama.cpp,32.0
dotnet/skills,32.0
addyosmani/agent-skills,32.0
garrytan/gbrain,32.0
fathah/hermes-desktop,31.0
modaic-ai/gepa-viz,30.0
FoundZiGu/GuJumpgate,30.0
