repo_name,stars
alibaba/open-code-review,359.0
hypit-ai/hypit,316.0
arnegiacomo/fugleramme,287.0
JustVugg/colibri,208.0
debpalash/VoiceStudio,186.0
abue-ammar/tinycast,178.0
eternity4719/HowToLiveBetter,162.0
tt-a1i/archify,156.0
affaan-m/ECC,151.0
bilawalsidhu/gods-eye-view,145.0
cloudflare/security-audit-skill,124.0
deepseek-ai/deepseek-harness,119.0
Tencent/WeKnora,115.0
lynote-ai/humanize-text,107.0
alphaXiv/OpenResearch,104.0
Lakr233/vphone-cli,102.0
DietrichGebert/ponytail,99.0
ayghri/i-have-adhd,93.0
NationalSecurityAgency/ghidra,89.0
ifixai-ai/iFixAi,88.0
mattpocock/skills,85.0
stablyai/orca,85.0
deeplethe/utopia,84.0
tonhowtf/omniget,82.0
jamiepine/voicebox,81.0
ever-co/ever-gauzy,81.0
shadcn-ui/lint,76.0
jub0t/Concat,73.0
bojieli/ai-infra-book,72.0
Homebrew/BrewUI,69.0
diegosouzapw/OmniRoute,65.0
Human-Agent-Society/reef,64.0
earendil-works/pi,63.0
Mantitup-Org/vista,62.0
Panniantong/Agent-Reach,62.0
letorig/video-generator-client,60.0
obra/superpowers,60.0
SnailSploit/Claude-Red,60.0
wilbowes/EchoMuse,59.0
firecrawl/firecrawl,59.0
sindresorhus/awesome,59.0
google/artemis,59.0
fleetbase/fleetbase,57.0
TencentCloud/Octop,56.0
emilkowalski/skills,56.0
usestrix/strix,55.0
public-apis/public-apis,54.0
addyosmani/agent-skills,54.0
blader/humanizer,53.0
Anakin-Inc/anakin,53.0
