repo_name,stars
alibaba/open-code-review,344.0
hypit-ai/hypit,278.0
cloudflare/security-audit-skill,254.0
ai-sucks-butt/ai-sucks-butt,148.0
latent-spaces/brag,138.0
tt-a1i/archify,129.0
bilawalsidhu/gods-eye-view,121.0
deepseek-ai/deepseek-harness,120.0
Tencent/BrowserSkill,119.0
eternity4719/HowToLiveBetter,118.0
DietrichGebert/ponytail,116.0
alphaXiv/OpenResearch,112.0
Tencent/WeKnora,110.0
NationalSecurityAgency/ghidra,109.0
JustVugg/colibri,106.0
supremeguardianhoist/Microsoft-Activation-Scripts,106.0
affaan-m/ECC,103.0
Starbenhallway33/Better-Discord,102.0
DeerComplete/Acrobat-Reader-Pro,99.0
abue-ammar/tinycast,96.0
SpiritCooperJerk/Microsoft-Visio,95.0
SleuthOverpass/Discord-Server-Raider,95.0
stablyai/orca,93.0
pennantgradeboom/Microsoft-Office,92.0
AreaMotorman/Cinema-4d-,92.0
CurrentStationWeb/AD-Blocker-for-Windows,91.0
debpalash/VoiceStudio,91.0
convergewandmooring/Discord-Quest-Completer,90.0
CoastAreaBlade64/AutoCad,89.0
WatchDisplayPergola/Microsoft-365,89.0
Knitibnadapter/IOBIT-Driver-Booster,88.0
RiverCloudPleat/KMS-Pico-for-Windows,86.0
SerpentFlamingo/Windows-Optimizer,85.0
FormerDesign/SketchUp-Pro,85.0
crestofficialravage/Discord-Nitro-Generator,84.0
VampireHammer/Canva-Pro,83.0
arnegiacomo/fugleramme,83.0
block/buzz,79.0
Megatridemolish/AnyUnlock,79.0
MasterAcclaim/Camtasia-for-Windows,78.0
Arcticflerope/Cubase-for-Windows,78.0
mattpocock/skills,77.0
NoviceMooring/CapCut-for-Windows,75.0
ever-co/ever-gauzy,74.0
addyosmani/agent-skills,71.0
sapientinc/PRAXIST,66.0
deeplethe/utopia,62.0
blader/humanizer,62.0
miuuyy/codex-chatgpt-web,57.0
clutchmooseday53/Autodesk-Inventor,56.0
Gasmetweezers/Hwid-Spoofer-for-Windows,56.0
obra/superpowers,54.0
Graphify-Labs/graphify,52.0
WeightGuidePort/Filmora-15,52.0
larashero3-dotcom/lieflat-less-ai-tone,51.0
earendil-works/pi,50.0
TencentCloud/Octop,50.0
Yuan1z0825/nature-skills,49.0
ayghri/i-have-adhd,48.0
anthropics/claude-code,48.0
Human-Agent-Society/reef,48.0
Panniantong/Agent-Reach,48.0
jamiepine/voicebox,48.0
supabase/supabase,46.0
google/artemis,45.0
sindresorhus/awesome,44.0
multimodal-art-projection/YuE,43.0
pondcaliphgravity36/Instagram-Liker-Bot,43.0
dexmal/opendm,42.0
azerioid/azerioid-stack-manager,42.0
HunterSharkRavage/Microsoft-Project,42.0
Hexagonclaplan/Discord-Server-Cloner,41.0
github/spec-kit,40.0
danny-avila/LibreChat,40.0
CourtPelican/dtools-aio,40.0
diegosouzapw/OmniRoute,39.0
mutonby/openshorts,38.0
firecrawl/firecrawl,38.0
jmiao24/Paper2Agent,38.0
rustfs/rustfs,38.0
SenteLabsAI/OpenExecutive,37.0
Savageshienergy/ExitLag-for-Windows,37.0
Coallunacomply43/VoiceMod-for-Windows,37.0
arcboxlabs/arcbox,37.0
XiaoDuoYa/codex-with-chatgpt,37.0
tonhowtf/omniget,37.0
CreatorReach43/Ableton-Live-Suite,37.0
LowArbiterObey/VoiceChanger-for-Windows,37.0
SnailSploit/Claude-Red,35.0
Lakr233/vphone-cli,35.0
WindowBureaucrat/SonyVegas-for-Windows,35.0
Leonxlnx/taste-skill,35.0
Dooruiruminate/ultra-Iso,35.0
heygen-com/hyperframes,35.0
clash-verge-rev/clash-verge-rev,33.0
fleetbase/fleetbase,33.0
microsoft/markitdown,33.0
google-research/timesfm,33.0
n8n-io/n8n,32.0
ankitects/anki,32.0
bojieli/ai-infra-book,32.0
NousResearch/hermes-agent,32.0
Tailgledecoder/ArchiCAD-for-Windows,32.0
RadianServerTug47/Autodesk-CFD,31.0
dataelement/dsh-desktop,31.0
vinnylarouge/jevlike,31.0
ruvnet/RuView,31.0
roboflow/supervision,30.0
THU-MAIC/OpenMAIC,30.0
calesthio/OpenMontage,30.0
D4Vinci/Scrapling,30.0
MG1937/ASC,30.0
