repo_name,stars
NandhaKishorM/laya,104.0
jev-chat/jev-chat-jarvis,45.0
browser-use/jev-ultrafast,39.0
Mak5er/AirCard,39.0
jaredpalmer/kev,36.0
Toothbentweezers/xvsilhuu,31.0
google/ax,27.0
cloudflare/security-audit-skill,26.0
CopilotKit/openmuse,22.0
unreallabsai/unreal-agent,21.0
hypit-ai/hypit,20.0
mizorewww/laya-mlx,19.0
emilkowalski/skills,17.0
eternity4719/HowToLiveBetter,17.0
DietrichGebert/ponytail,16.0
LearnPrompt/awesome-seedance,16.0
firecrawl/firecrawl,15.0
ChenLiu-1996/figures4papers,15.0
deepseek-ai/deepseek-harness,14.0
vectorize-io/hindsight,14.0
bilawalsidhu/gods-eye-view,14.0
tt-a1i/archify,13.0
stablyai/orca,13.0
Open-Dev-Society/OpenStock,13.0
XiaoDuoYa/codex-with-chatgpt,13.0
vorssaint/vorssaint-utils,12.0
alibaba/open-code-review,12.0
pacifio/atlas,11.0
mattpocock/skills,11.0
TheoLeeCJ/SemIf,11.0
ayghri/i-have-adhd,10.0
public-apis/public-apis,10.0
shengjidaguai-china/goutoujunshi,10.0
dream-num/univer,10.0
can1357/oh-my-pi,10.0
laoma2053/awesome-zhuiju-free,10.0
akitaonrails/ai-memory,9.0
TANGandXUE/wcdb-key-tool,9.0
whitecircle/halo,9.0
sindresorhus/awesome,9.0
affaan-m/ECC,9.0
miuuyy/codex-chatgpt-web,9.0
yibie/awesome-jev,9.0
farion1231/cc-switch,9.0
grft-dev/graftcode,9.0
BuilderIO/agent-native,9.0
tamaratran/fast-jev-compaction,8.0
brycewang-stanford/Auto-Empirical-Research-Skills,8.0
codecrafters-io/build-your-own-x,8.0
webadderallorg/Recordly,8.0
