repo_name,stars
colbymchenry/codegraph,465.0
Lum1104/Understand-Anything,436.0
multica-ai/andrej-karpathy-skills,393.0
anthropics/claude-plugins-official,259.0
rohitg00/ai-engineering-from-scratch,257.0
mattpocock/skills,186.0
NousResearch/hermes-agent,186.0
obra/superpowers,162.0
perplexityai/bumblebee,157.0
CloakHQ/CloakBrowser,135.0
manaflow-ai/cmux,132.0
affaan-m/ECC,128.0
Imbad0202/academic-research-skills,121.0
tinyhumansai/openhuman,119.0
safishamsi/graphify,113.0
nexu-io/open-design,112.0
trimstray/the-book-of-secret-knowledge,106.0
mukul975/Anthropic-Cybersecurity-Skills,106.0
farion1231/cc-switch,105.0
sofian160616/Delta-Inject-Workstation,102.0
ruvnet/RuView,102.0
rayhayqal/Mythos-Claude-Skill-Forge,92.0
yt-dlp/yt-dlp,91.0
jskblue/Tomodachi-Island-Life-Remastered,90.0
pierremichaeljensen/Yuzu-Switch-Emulation-Kit,89.0
pheejm/forza-horizon-6-ultimate-mod-pack,88.0
Lablez/Ping-Slayer-Network-Optimizer,87.0
ochoaochoa330-design/Aegis-V4-Client-2026,87.0
Alishahryar1/free-claude-code,85.0
teendriller0/AllMods-Subnautica-2,85.0
bollahouse/office-2024-pro-integration-suite,84.0
sikander12342/Subnautica-2-Nitrox-Deep-Dive,83.0
muhammadqasimkalhoro94-blip/claude-zeroclaw-agentics,82.0
simplifaisoul/osiris,82.0
hahavelhojoguinho/guild-advancement-automator,81.0
NicoleK-M/Spoof-Matrix-Hardware,81.0
larajuniorlara/Claude-Design-Studio,79.0
presenton/presenton,76.0
D4Vinci/Scrapling,75.0
codecrafters-io/build-your-own-x,75.0
rafa450367/forza-horizon-6-community-edition,75.0
danyy-svg/AutoCAD-Suite-Builder,74.0
multica-ai/multica,73.0
Fincept-Corporation/FinceptTerminal,70.0
rohitg00/agentmemory,68.0
earendil-works/pi,67.0
anthropics/knowledge-work-plugins,64.0
VoltAgent/awesome-design-md,63.0
tashfeenahmed/freellmapi,62.0
yaojingang/GEOFlow,62.0
AndrewPrifer/liquid-dom,62.0
hugohe3/ppt-master,59.0
anthropics/skills,59.0
esengine/DeepSeek-Reasonix,58.0
HKUDS/ViMax,58.0
can1357/oh-my-pi,57.0
supertone-inc/supertonic,56.0
TauricResearch/TradingAgents,55.0
ChromeDevTools/chrome-devtools-mcp,55.0
88lin/video_vip,54.0
FoundZiGu/GuJumpgate,54.0
firecrawl/firecrawl,54.0
rtk-ai/rtk,53.0
BigPizzaV3/CodexPlusPlus,52.0
sindresorhus/awesome,52.0
google/eng-practices,52.0
odoo/odoo,52.0
PLFJY/ContextMenuMgr,51.0
janestreet/magic-trace,50.0
decolua/9router,50.0
msitarzewski/agency-agents,48.0
cmliu/edgetunnel,47.0
anomalyco/opencode,47.0
garrytan/gbrain,46.0
virattt/dexter,46.0
thananon/9arm-skills,45.0
nextlevelbuilder/ui-ux-pro-max-skill,44.0
wiltodelta/remove-ai-watermarks,44.0
withcoral/coral,44.0
Hmbown/DeepSeek-TUI,44.0
ruvnet/ruflo,43.0
Yuan1z0825/nature-skills,43.0
garrytan/gstack,43.0
openclaw/openclaw,43.0
OpenSenseNova/SenseNova-U1,42.0
Achilng/floral-notepaper,42.0
datawhalechina/hello-agents,41.0
Leonxlnx/taste-skill,41.0
alistaitsacle/free-llm-api-keys,41.0
awesome-selfhosted/awesome-selfhosted,40.0
NVlabs/LongLive,40.0
Igglybuff/awesome-piracy,39.0
tw93/Mole,39.0
jamiepine/voicebox,39.0
anthropics/claude-code,39.0
elementalsouls/Claude-BugHunter,38.0
openai/codex,38.0
addyosmani/agent-skills,37.0
virgiliojr94/book-to-skill,37.0
freestylefly/awesome-gpt-image-2,37.0
github/spec-kit,37.0
rasbt/LLMs-from-scratch,37.0
JuliusBrussee/caveman,37.0
dotnet/skills,35.0
ComposioHQ/awesome-codex-skills,35.0
XiaoLuoLYG/GOD,34.0
blakeblackshear/frigate,34.0
666ghj/MiroFish,34.0
thedotmack/claude-mem,34.0
karpathy/nn-zero-to-hero,34.0
anthropics/financial-services,33.0
humanlayer/12-factor-agents,33.0
pbakaus/impeccable,33.0
clash-verge-rev/clash-verge-rev,32.0
myapihq/myapi,32.0
open-gsd/get-shit-done-redux,32.0
heygen-com/hyperframes,32.0
public-apis/public-apis,32.0
teng-lin/notebooklm-py,32.0
microsoft/markitdown,32.0
QuantumNous/new-api,32.0
ggml-org/llama.cpp,31.0
datawhalechina/easy-vibe,31.0
st-tech/ppf-contact-solver,31.0
microsoft/AI-Engineering-Coach,31.0
bookorbit/bookorbit,31.0
wallpapers-engine/Wallpaper-Engine,30.0
butterbase-ai/butterbase-plugin,30.0
DigitalPlatDev/FreeDomain,30.0
HKUDS/CLI-Anything,30.0
vinta/awesome-python,30.0
