repo_name,today_stars,avg7,accel
supremeguardianhoist/Microsoft-Activation-Scripts,78.0,0.0,78.0
sapientinc/PRAXIST,44.0,0.0,44.0
SonicloudTech/sonicloud_opensdk,24.0,0.14285714285714285,21.0
Taichu-AI/ZDTaichu5.0-9B,57.0,6.428571428571429,7.6730769230769225
ai-sucks-butt/ai-sucks-butt,52.0,6.857142857142857,6.618181818181818
larashero3-dotcom/lieflat-less-ai-tone,30.0,5.0,5.0
bojieli/ai-agent-book,34.0,6.0,4.857142857142857
deeplethe/utopia,63.0,12.0,4.846153846153846
blader/humanizer,36.0,7.571428571428571,4.2
arcboxlabs/arcbox,34.0,7.142857142857143,4.175438596491229
Yuan1z0825/nature-skills,35.0,7.428571428571429,4.1525423728813555
Tencent/WeKnora,71.0,16.428571428571427,4.073770491803279
tigerless-labs/autoharness,27.0,6.0,3.857142857142857
melgarafael/DeskcommCRM,23.0,5.285714285714286,3.659090909090909
microsoft/markitdown,29.0,7.428571428571429,3.4406779661016946
deepseek-ai/deepseek-harness,61.0,17.0,3.388888888888889
TauricResearch/TradingAgents,27.0,7.0,3.375
hypit-ai/hypit,155.0,45.142857142857146,3.3591331269349842
addyosmani/agent-skills,29.0,7.714285714285714,3.327868852459016
multimodal-art-projection/YuE,24.0,6.285714285714286,3.2941176470588234
earendil-works/pi,32.0,9.0,3.2
miuuyy/codex-chatgpt-web,20.0,5.571428571428571,3.0434782608695654
anomalyco/opencode,20.0,5.571428571428571,3.0434782608695654
mattpocock/skills,39.0,12.142857142857142,2.967391304347826
letorig/video-generator-client,27.0,8.571428571428571,2.8208955223880596
NationalSecurityAgency/ghidra,38.0,12.714285714285714,2.7708333333333335
Homebrew/BrewUI,29.0,9.857142857142858,2.6710526315789473
stablyai/orca,35.0,12.142857142857142,2.6630434782608696
bojieli/ai-infra-book,30.0,10.285714285714286,2.6582278481012658
ever-co/ever-gauzy,31.0,11.571428571428571,2.465909090909091
DietrichGebert/ponytail,37.0,14.142857142857142,2.4433962264150946
google/artemis,23.0,8.428571428571429,2.4393939393939394
tonhowtf/omniget,31.0,11.714285714285714,2.438202247191011
alibaba/open-code-review,126.0,51.285714285714285,2.4098360655737707
alphaXiv/OpenResearch,37.0,14.857142857142858,2.333333333333333
tt-a1i/archify,52.0,22.285714285714285,2.233128834355828
ayghri/i-have-adhd,31.0,13.285714285714286,2.17
bilawalsidhu/gods-eye-view,47.0,20.714285714285715,2.164473684210526
JustVugg/colibri,61.0,29.714285714285715,1.986046511627907
debpalash/VoiceStudio,43.0,26.571428571428573,1.5595854922279793
eternity4719/HowToLiveBetter,37.0,23.142857142857142,1.532544378698225
abue-ammar/tinycast,40.0,25.428571428571427,1.5135135135135136
lynote-ai/humanize-text,23.0,15.285714285714286,1.4122807017543861
affaan-m/ECC,27.0,21.571428571428573,1.1962025316455696
arnegiacomo/fugleramme,35.0,41.0,0.8333333333333334
