repo_name,stars
mattpocock/skills,681.0
affaan-m/ECC,537.0
DietrichGebert/ponytail,482.0
tt-a1i/archify,480.0
ashemag/human-atlas,324.0
experientiallabs/experiential,321.0
openJiuwen-ai/jiuwenswarm,309.0
deepseek-ai/deepseek-harness,301.0
debpalash/VoiceStudio,276.0
wpzzz/blocked-sites-in-south-korea,250.0
blader/humanizer,246.0
cathrynlavery/diagram-design,223.0
public-apis/public-apis,219.0
vorssaint/vorssaint-utils,212.0
anomalyco/opencode,209.0
NousResearch/hermes-agent,208.0
pierrenade/short-video-generator-AI,199.0
stablyai/orca,187.0
Rion-Wu-tech/wechat-intelligence-hub,184.0
cloud-in-a-bottle/cloud-in-a-bottle,179.0
lnkiai/m3e-canvas,175.0
mayukh4/linux-android,172.0
sebbbi/NoGraphicsAPI,169.0
k1tbyte/Wand-Enhancer,169.0
WorkerWorkshop/Display-Fusion-for-Win,165.0
redhat-et/ripwire,164.0
THU-MAIC/OpenMAIC,164.0
v-modal/vmodal_sdk_smartglass,161.0
microsoft/markitdown,159.0
vinzdg/codenotch,151.0
sindresorhus/awesome,150.0
magnitudedev/magnitude,149.0
bilawalsidhu/gods-eye-view,149.0
diegosouzapw/OmniRoute,148.0
webadderallorg/Recordly,143.0
Novals83/5min-btc-polymarket,141.0
BraveOPotato/FckSignups,141.0
humanlayer/skills,140.0
dustcrewmangallery/Start-All-Back,139.0
jaywcjlove/awesome-mac,139.0
rorkai/App-Store-Connect-CLI,138.0
OpenWhispr/openwhispr,138.0
rakanki911/DLSS5-Swapper,138.0
deeplethe/utopia,137.0
vinta/awesome-python,132.0
coreyhaines31/marketingskills,132.0
K-Dense-AI/scientific-agent-skills,132.0
firecrawl/firecrawl,131.0
AdventDevInc/kudu,130.0
arcboxlabs/arcbox,130.0
