repo_name,today_stars,avg7,accel
Farama-Foundation/Shimmy,197.0,4.142857142857143,38.30555555555555
EvoMap/AutoResearch,73.0,1.1428571428571428,34.06666666666667
Farama-Foundation/MPE2,154.0,3.7142857142857144,32.666666666666664
tigerless-labs/autoharness,64.0,1.0,32.0
Farama-Foundation/Procgen2,143.0,3.857142857142857,29.441176470588232
Farama-Foundation/MAgent2,143.0,3.857142857142857,29.441176470588232
sonicloudco/recorder,29.0,0.0,29.0
nateherkai/scroll-craft,22.0,1.1428571428571428,10.266666666666667
tigerless-labs/cost-xray,20.0,1.1428571428571428,9.333333333333334
wang2122/sprix-sage-router,25.0,1.7142857142857142,9.210526315789473
ApodexAI/FrontierAgent,28.0,3.2857142857142856,6.533333333333333
alexishida/kindle-dashboard,25.0,3.2857142857142856,5.833333333333334
Nanako0129/sepia,37.0,5.428571428571429,5.7555555555555555
luolangaga/tubatools,22.0,2.857142857142857,5.703703703703703
Player-YN/PawWork_ZhuaZhua,36.0,5.857142857142857,5.25
arcboxlabs/arcbox,71.0,13.857142857142858,4.778846153846153
vorssaint/vorssaint-utils,20.0,3.4285714285714284,4.516129032258064
bikini/exploitarium,24.0,4.571428571428571,4.3076923076923075
sapientinc/PRAXIST,30.0,6.285714285714286,4.11764705882353
openJiuwen-ai/jiuwenswarm,47.0,10.571428571428571,4.061728395061729
Lakr233/vphone-cli,23.0,5.0,3.8333333333333335
deeplethe/utopia,78.0,19.857142857142858,3.73972602739726
Lordog/dive-into-llms,21.0,4.714285714285714,3.675
yanliudesign/mono-color-skill,33.0,8.571428571428571,3.4477611940298507
magnitudedev/magnitude,63.0,17.428571428571427,3.418604651162791
anthropics/fermats-last-theorem,50.0,13.714285714285714,3.3980582524271847
cathrynlavery/diagram-design,66.0,19.428571428571427,3.230769230769231
emilkowalski/skills,29.0,8.142857142857142,3.171875
jingyaogong/minimind,26.0,7.285714285714286,3.137931034482759
clash-verge-rev/clash-verge-rev,28.0,8.428571428571429,2.9696969696969697
elliothux/open-compute,20.0,5.857142857142857,2.916666666666667
bannedbook/fanqiang,41.0,13.428571428571429,2.8415841584158414
miuuyy/codex-chatgpt-web,47.0,15.714285714285714,2.8119658119658117
zhishile/codex-auth-helper,23.0,7.285714285714286,2.775862068965518
deusyu/translate-book,22.0,7.285714285714286,2.6551724137931036
lnkiai/m3e-canvas,133.0,51.285714285714285,2.5437158469945356
nexu-io/open-design,21.0,7.285714285714286,2.53448275862069
larashero3-dotcom/writing-dna-skill,28.0,10.142857142857142,2.5128205128205128
anywhere-labs/dsh-desktop,20.0,7.0,2.5
openai/codex,21.0,7.571428571428571,2.45
firecrawl/firecrawl,28.0,10.571428571428571,2.419753086419753
bilawalsidhu/gods-eye-view,41.0,17.857142857142858,2.1742424242424243
harry0703/MoneyPrinterTurbo,30.0,12.857142857142858,2.1649484536082473
OpenWhispr/openwhispr,23.0,10.0,2.090909090909091
deepseek-ai/deepseek-harness,77.0,36.857142857142854,2.0339622641509436
sindresorhus/awesome,26.0,12.0,2.0
THU-MAIC/OpenMAIC,29.0,13.571428571428571,1.9901960784313726
NousResearch/hermes-agent,44.0,21.714285714285715,1.9371069182389937
DietrichGebert/ponytail,190.0,97.71428571428571,1.9247467438494936
omacom/omarchy,20.0,9.571428571428571,1.8918918918918919
