repo_name,stars
harry0703/MoneyPrinterTurbo,157.0
microsoft/markitdown,123.0
Leonxlnx/taste-skill,82.0
colbymchenry/codegraph,73.0
OpenBMB/VoxCPM,69.0
NousResearch/hermes-agent,66.0
Lum1104/Understand-Anything,66.0
DigitalPlatDev/FreeDomain,65.0
mattpocock/skills,56.0
byoungd/English-level-up-tips,51.0
run-llama/liteparse,46.0
affaan-m/ECC,44.0
multica-ai/andrej-karpathy-skills,42.0
codecrafters-io/build-your-own-x,42.0
OpenBMB/PilotDeck,41.0
esengine/DeepSeek-Reasonix,40.0
farion1231/cc-switch,40.0
obra/superpowers,39.0
D4Vinci/Scrapling,34.0
helloianneo/ian-xiaohei-illustrations,33.0
ombharatiya/ai-system-design-guide,32.0
nexu-io/open-design,31.0
microsoft/SkillOpt,30.0
ruvnet/RuView,30.0
