repo_name,stars
elder-plinius/CL4R1T4S,51.0
apple/container,35.0
XiaomiMiMo/MiMo-Code,28.0
addyosmani/agent-skills,25.0
mattpocock/skills,24.0
chopratejas/headroom,24.0
msitarzewski/agency-agents,19.0
NousResearch/hermes-agent,18.0
obra/superpowers,17.0
harry0703/MoneyPrinterTurbo,16.0
phuryn/pm-skills,15.0
DietrichGebert/ponytail,14.0
pewdiepie-archdaemon/odysseus,14.0
multica-ai/andrej-karpathy-skills,14.0
YusufB5/ASCILINE,14.0
shadcn/improve,13.0
levy-street/world-of-claudecraft,13.0
microsoft/markitdown,12.0
mvanhorn/last30days-skill,12.0
Panniantong/Agent-Reach,12.0
masterking32/MasterDnsVPN,11.0
Leonxlnx/taste-skill,11.0
anthropics/skills,11.0
garrytan/gstack,11.0
lenucksi/aur-malware-check,10.0
13527874681/clock-for-focus,10.0
affaan-m/ECC,10.0
firecrawl/firecrawl,9.0
rtk-ai/rtk,9.0
jespervos/blossom-carousel,8.0
bannedbook/fanqiang,8.0
anomalyco/opencode,8.0
Egonex-AI/Understand-Anything,8.0
tinyhumansai/openhuman,8.0
NVIDIA/SkillSpector,8.0
clash-verge-rev/clash-verge-rev,7.0
JuliusBrussee/caveman,7.0
safishamsi/graphify,7.0
maziyarpanahi/openmed,7.0
DigitalPlatDev/FreeDomain,7.0
The-Art-of-Hacking/h4cker,6.0
refactoringhq/tolaria,6.0
hubert20/masarnia-wp-theme,6.0
fabro-sh/fabro,6.0
colbymchenry/codegraph,6.0
plannotator/effective-html,6.0
farion1231/cc-switch,6.0
Imbad0202/academic-research-skills,6.0
github/spec-kit,6.0
sindresorhus/awesome,6.0
