repo_name,stars
xai-org/grok-build,34.0
Fei-Away/Codex-Dream-Skin,18.0
1c7/chinese-independent-developer,9.0
Nutlope/hallmark,9.0
OpenCut-app/OpenCut,8.0
Graphify-Labs/graphify,8.0
mattpocock/skills,7.0
deer-flow/llm-space,6.0
obra/superpowers,5.0
emilkowalski/skills,5.0
JustVugg/colibri,4.0
router-for-me/CLIProxyAPI,4.0
tandpfun/wardrobe,4.0
k1tbyte/Wand-Enhancer,4.0
ogulcancelik/herdr,4.0
bojieli/ai-agent-book,4.0
Shubhamsaboo/awesome-llm-apps,4.0
DietrichGebert/ponytail,3.0
PrismML-Eng/Bonsai-demo,3.0
sindresorhus/awesome,3.0
usestrix/strix,3.0
microsoft/markitdown,3.0
oso95/scroll-world,3.0
stablyai/orca,3.0
alxndrTL/little-book-rl,3.0
oomol-lab/open-connector,3.0
multica-ai/andrej-karpathy-skills,3.0
openai/codex-plugin-cc,3.0
github/spec-kit,3.0
vectorize-io/self-driving-agents,3.0
MDX-Tom/gpt-5.6-instruct,3.0
darrylmorley/whatcable,2.0
vinta/awesome-python,2.0
firecrawl/open-lovable,2.0
HKUDS/DeepTutor,2.0
openinterpreter/openinterpreter,2.0
torvalds/linux,2.0
xai-org/grok-build-plugin-cc,2.0
tt-a1i/archify,2.0
wdcpclover/ai4paper,2.0
diegosouzapw/OmniRoute,2.0
microsoft/generative-ai-for-beginners,2.0
tw93/Mole,2.0
earendil-works/pi,2.0
apache/kafka,2.0
khoj-ai/khoj,2.0
apache/ossie,2.0
supermemoryai/supermemory,2.0
anthropics/cwc-long-running-agents,2.0
stackblitz/bolt-slides,2.0
