repo_name,stars
mattpocock/skills,747.0
DietrichGebert/ponytail,684.0
tt-a1i/archify,483.0
debpalash/VoiceStudio,422.0
lnkiai/m3e-canvas,359.0
sgl-project/sglang,356.0
affaan-m/ECC,338.0
blader/humanizer,258.0
deepseek-ai/deepseek-harness,258.0
PinkRangerRecall/kbvguxmw,173.0
stablyai/orca,162.0
NousResearch/hermes-agent,152.0
anomalyco/opencode,142.0
Farama-Foundation/Gymnasium-Robotics,141.0
deeplethe/utopia,139.0
cathrynlavery/diagram-design,136.0
jakubkrehel/skills,126.0
Indigodriflue/Discord-Nitro-Generator,125.0
bilawalsidhu/gods-eye-view,125.0
magnitudedev/magnitude,122.0
humanlayer/skills,119.0
BenefactorEliminate/znyogclm,113.0
anthropics/skills,113.0
miuuyy/codex-chatgpt-web,110.0
JuliusBrussee/caveman,109.0
zvec-ai/zvec-grep,103.0
nextlevelbuilder/ui-ux-pro-max-skill,101.0
bofanchen99-netizen/-.,100.0
AprilNEA/OpenLogi,100.0
obra/superpowers,99.0
public-apis/public-apis,98.0
arcboxlabs/arcbox,97.0
nahrek/polyledger,97.0
anthropics/fermats-last-theorem,96.0
k1tbyte/Wand-Enhancer,95.0
THU-MAIC/OpenMAIC,95.0
danielblnc/DLSS-NR-on-AMD,94.0
bannedbook/fanqiang,94.0
diegosouzapw/OmniRoute,92.0
earendil-works/pi,91.0
ByteByteGoHq/system-design-101,91.0
harry0703/MoneyPrinterTurbo,90.0
Leonxlnx/taste-skill,86.0
rakanki911/DLSS5-Swapper,85.0
Graphify-Labs/graphify,84.0
dramaclaw/dramaclaw,84.0
anthropics/commerce-agents,84.0
sindresorhus/awesome,84.0
google-research/timesfm,83.0
f/prompts.chat,81.0
