repo_name,stars
MoonshotAI/Kimi-K3,8.0
mattpocock/skills,5.0
diegosouzapw/OmniRoute,5.0
openai/codex-security,5.0
earendil-works/pi,4.0
huggingface/speech-to-speech,4.0
mshumer/Claude-of-Duty,3.0
anomalyco/opencode,3.0
Shubhamsaboo/awesome-llm-apps,3.0
andrewyng/openworker,3.0
deepfakes/faceswap,3.0
521xueweihan/HelloGitHub,3.0
Zackriya-Solutions/meetily,2.0
actualbudget/actual,2.0
dimmas893/pos-backend,2.0
amnezia-vpn/amnezia-client,2.0
tyler-carteryz9257/pls-donate-script-loader,2.0
microsoft/generative-ai-for-beginners,2.0
block/buzz,2.0
img2threejs/img2threejs,2.0
liketrek/TREK,2.0
pascalorg/editor,2.0
Mangi-11/Eta,2.0
ayghri/i-have-adhd,2.0
dimmas893/github-runner-organizations,2.0
rlaope/oh-my-hermes,2.0
Neoexm/Shittim-Server,2.0
cjpais/Handy,2.0
ogulcancelik/herdr,2.0
alibaba/open-code-review,2.0
usestrix/strix,2.0
github/awesome-copilot,2.0
achimala/TheLongSilence,2.0
permissionlesstech/bitchat,2.0
nexu-io/open-design,2.0
coreyhaines31/marketingskills,2.0
heygen-com/hyperframes-launches,2.0
nextlevelbuilder/ui-ux-pro-max-skill,2.0
earthtojake/text-to-cad,2.0
MagpieCeiling/adobe-lightroom-photo-editor-pro,2.0
1jehuang/jcode,2.0
abue-ammar/tinycast,2.0
OpenNSWM-Lab/FAROS,2.0
rasbt/LLMs-from-scratch,2.0
ShinMegamiBoson/OpenPlanter,2.0
firecrawl/firecrawl,2.0
farhanashrafdev/90DaysOfCyberSecurity,2.0
bojieli/ai-agent-book,2.0
MadsLorentzen/ai-job-search,2.0
virgiliojr94/book-to-skill,2.0
