repo_name,stars
alibaba/open-code-review,150.0
debpalash/VoiceStudio,134.0
JustVugg/colibri,119.0
deepseek-ai/deepseek-harness,104.0
bojieli/ai-infra-book,101.0
shadcn-ui/lint,100.0
tt-a1i/archify,94.0
bilawalsidhu/gods-eye-view,91.0
TencentCloud/Octop,88.0
cloudflare/security-audit-skill,87.0
Panniantong/Agent-Reach,84.0
DietrichGebert/ponytail,79.0
TauricResearch/TradingAgents,67.0
abue-ammar/tinycast,64.0
ayghri/i-have-adhd,59.0
multimodal-art-projection/YuE,55.0
Anakin-Inc/anakin,53.0
stablyai/orca,51.0
666ghj/MiroFish,50.0
bojieli/ai-agent-book,48.0
ever-co/ever-gauzy,48.0
mattpocock/skills,48.0
SnailSploit/Claude-Red,47.0
localsend/localsend,46.0
Arindam200/awesome-ai-apps,44.0
google/artemis,42.0
qingjian-team/qingjian,40.0
alphaXiv/OpenResearch,40.0
Chuloo/mural,39.0
NationalSecurityAgency/ghidra,39.0
asgeirtj/system_prompts_leaks,38.0
hypit-ai/hypit,37.0
affaan-m/ECC,37.0
ai-sucks-butt/ai-sucks-butt,37.0
fleetbase/fleetbase,36.0
earendil-works/pi,35.0
ruvnet/RuView,35.0
cathrynlavery/diagram-design,34.0
obra/superpowers,34.0
Mantitup-Org/vista,34.0
blader/humanizer,34.0
agentverse-os/AgentVerse-OS,33.0
groundboxerrespect/Dlls5-auto,33.0
Lakr233/vphone-cli,33.0
kruzovic7/ai-data-extractor,32.0
firecrawl/firecrawl,31.0
heygen-com/hyperframes,31.0
OpenBMB/VoxCPM,30.0
Tencent/WeKnora,30.0
