repo_name,stars
elder-plinius/CL4R1T4S,169.0
addyosmani/agent-skills,95.0
Panniantong/Agent-Reach,82.0
iptv-org/iptv,78.0
chopratejas/headroom,66.0
shadcn/improve,65.0
XiaomiMiMo/MiMo-Code,58.0
mvanhorn/last30days-skill,56.0
apple/container,52.0
NVIDIA/SkillSpector,51.0
DietrichGebert/ponytail,47.0
omnigent-ai/omnigent,45.0
affaan-m/ECC,45.0
mattpocock/skills,45.0
obra/superpowers,43.0
YusufB5/ASCILINE,42.0
pewdiepie-archdaemon/odysseus,41.0
Leonxlnx/taste-skill,41.0
farion1231/cc-switch,38.0
microsoft/markitdown,35.0
NousResearch/hermes-agent,35.0
colbymchenry/codegraph,34.0
Egonex-AI/Understand-Anything,33.0
harry0703/MoneyPrinterTurbo,30.0
