repo_name,today_stars,avg7,accel
polymaxi2/polymarket-arbitrage-trading-bot,48.0,0.0,48.0
next-1688/1688-item-image-optimizer,34.0,0.0,34.0
juanjuandog/FinSight-AI,29.0,0.0,29.0
next-1688/1688-item-title-optimizer,23.0,0.0,23.0
meituan-longcat/LongCat-Video,27.0,2.0,9.0
greensock/gsap-skills,24.0,3.857142857142857,4.941176470588235
AnInsomniacy/motrix-next,21.0,3.4285714285714284,4.741935483870967
can1357/oh-my-pi,22.0,4.0,4.4
op7418/guizang-social-card-skill,20.0,3.5714285714285716,4.375
farion1231/cc-switch,43.0,9.714285714285714,4.013333333333334
FareedKhan-dev/train-llm-from-scratch,22.0,4.714285714285714,3.85
anthropics/skills,28.0,6.428571428571429,3.769230769230769
colbymchenry/codegraph,39.0,10.142857142857142,3.5
affaan-m/ECC,33.0,8.571428571428571,3.4477611940298507
microsoft/SkillOpt,20.0,4.857142857142857,3.414634146341464
Lum1104/Understand-Anything,55.0,15.142857142857142,3.4070796460176993
esengine/DeepSeek-Reasonix,27.0,7.714285714285714,3.0983606557377046
obra/superpowers,27.0,8.0,3.0
NousResearch/hermes-agent,37.0,11.428571428571429,2.9770114942528734
microsoft/markitdown,93.0,30.857142857142858,2.919282511210762
BigPizzaV3/CodexPlusPlus,20.0,6.285714285714286,2.7450980392156863
Imbad0202/academic-research-skills,23.0,7.571428571428571,2.6833333333333336
rohitg00/ai-engineering-from-scratch,21.0,7.142857142857143,2.5789473684210527
ruvnet/RuView,23.0,8.142857142857142,2.515625
Leonxlnx/taste-skill,26.0,10.285714285714286,2.3037974683544302
mattpocock/skills,24.0,9.714285714285714,2.24
codecrafters-io/build-your-own-x,34.0,15.714285714285714,2.034188034188034
multica-ai/andrej-karpathy-skills,21.0,10.714285714285714,1.7926829268292683
harry0703/MoneyPrinterTurbo,59.0,32.142857142857146,1.7801724137931032
