repo_name,stars
bilawalsidhu/gods-eye-view,568.0
ayghri/i-have-adhd,354.0
ScalarLinkAxe/Optimizer-Toolkit,354.0
debpalash/VoiceStudio,352.0
ghoulformpray/Monero-Miner,295.0
google/artemis,265.0
deepseek-ai/deepseek-harness,247.0
tt-a1i/archify,225.0
JustVugg/colibri,217.0
covetradesmanrivet/Acrobat-Reader-Pro,215.0
agentrhq/webcmd,210.0
sanhaji182/financial_tracker_planner,206.0
DietrichGebert/ponytail,182.0
mattpocock/skills,149.0
postlayerrespect26/FPS-Booster-for-Wiindows,147.0
affaan-m/ECC,140.0
rizqinrr/viserys-agent,139.0
webadderallorg/Recordly,135.0
tonhowtf/omniget,134.0
03ntity/KomunitasAI,128.0
jiji262/douyin-downloader,128.0
Sinholms/setup-gateway,127.0
pitelephantdawn/KMS-Pico-for-Win,121.0
stablyai/orca,118.0
microsoft/markitdown,117.0
GlyphiezKay/NoHoldr,116.0
HeartNautilusGuide/KMS-Pico,111.0
InletBackerTier/SolidWorks-for-Windows,109.0
calesthio/OpenMontage,108.0
yandanp/Connexio,106.0
asgeirtj/system_prompts_leaks,105.0
TyphoonStalker/Cap-Cut-for-PC,100.0
vxcontrol/pentagi,100.0
melgarafael/DeskcommCRM,98.0
EvoMap/AutoResearch,98.0
ThreadBiomancer/SketchUp-Professional,96.0
skydashnet/SKYACS,95.0
obra/superpowers,94.0
Zwandiboss08/pose_camera,94.0
HunterLizardStage74/Ads-Blocker-Youtube,94.0
finlionanger/AutoCad-setup,92.0
Legendaryluwall/Cinema-4D,91.0
jordan-gibbs/hyperresearch,88.0
k2-fsa/OmniVoice,88.0
xfathurrahman/tailguard,86.0
arcboxlabs/arcbox,85.0
josskixg/renjana,85.0
sdli1995/dlssg_for_sm86,84.0
diegosouzapw/OmniRoute,83.0
alibaba/open-code-review,83.0
unclecode/crawl4ai,83.0
alphaXiv/OpenResearch,81.0
Shubhamsaboo/awesome-llm-apps,79.0
firecrawl/firecrawl,78.0
zhishile/codex-auth-helper,78.0
dataelement/dsh-desktop,77.0
NousResearch/hermes-agent,77.0
Northwind-Cipher/cool-sdk,76.0
cathrynlavery/diagram-design,75.0
sindresorhus/awesome,74.0
multimodal-art-projection/YuE,72.0
nashsu/llm_wiki,72.0
blader/humanizer,72.0
NVlabs/SoL-Pi,71.0
amagine-ai/Amagine3D,70.0
Feelingeouncouple/Canva-Professional,69.0
MindDyerLink/Canva-Pro,69.0
public-apis/public-apis,68.0
SnailSploit/Claude-Red,68.0
deeplethe/utopia,67.0
DefiLeoo/YOINK,67.0
harry0703/MoneyPrinterTurbo,66.0
vastsa/PI-Desktop,65.0
petergyang/no-ai-slop,65.0
alsk1992/CloddsBot,65.0
Stringfleproxy/Camtasia-Studio,65.0
Panniantong/Agent-Reach,63.0
FollowerOrbStimulate/Photoshop-Extended-for-Windows,61.0
multica-ai/andrej-karpathy-skills,61.0
tigerless-labs/autoharness,60.0
JuliusBrussee/caveman,60.0
wafer-ai/gpu-perf-engineering-resources,60.0
jihe520/MathModelAgent,60.0
pbakaus/impeccable,59.0
emilkowalski/skills,59.0
Tencent/WeKnora,59.0
openai/codex,59.0
p1neappleXpress/OpenFlux,58.0
k1tbyte/Wand-Enhancer,58.0
rakanki911/DLSS5-Swapper,58.0
Egonex-AI/Understand-Anything,57.0
sonicloudco/recorder,57.0
denturtlesport/Abelton-Live-for-PC,57.0
DigitalPlatDev/FreeDomain,57.0
github/spec-kit,56.0
FloorBoltRevitalize/Camtasia-Studio,55.0
ArasTey/lunel,55.0
vladelaina/BongoCat,55.0
MG1937/ASC,55.0
THU-MAIC/OpenMAIC,54.0
earendil-works/pi,54.0
msitarzewski/agency-agents,54.0
Nucleusmashackle/CorelDraw-setup,53.0
nab138/iloader,53.0
Lordog/dive-into-llms,53.0
vinta/awesome-python,53.0
nextlevelbuilder/ui-ux-pro-max-skill,52.0
Kuddev/pebrel,52.0
spotify/portal-ai-plugins,52.0
codecrafters-io/build-your-own-x,52.0
OnyxConductorSnips/Discord-Raid-Tools,52.0
ErTasselli/OpenTerminal,52.0
tashfeenahmed/freellmapi,51.0
Leonxlnx/taste-skill,51.0
max-sixty/worktrunk,50.0
CenterBudgie/uTorrent-setup,50.0
GalaxySectorHovel/Hwid-Spoofer,49.0
virgiliojr94/book-to-skill,49.0
coreyhaines31/marketingskills,49.0
OmegaJuniorJack/Cubase-Pro-15,49.0
pascalorg/editor,49.0
vorssaint/vorssaint-utils,48.0
Tianyu199509/DeskBox,48.0
anywhere-labs/dsh-desktop,47.0
yifanzhang-pro/recurrent-looped-tranformer,47.0
D4Vinci/Scrapling,46.0
Nexvyn/runeicons,46.0
Colafornia/short-video-generator-AI,45.0
heygen-com/hyperframes,44.0
herdrdev/herdr,43.0
FailproofAI/failproofai,43.0
SpaceDudem/text-humanizer,42.0
experientiallabs/experiential,42.0
headroomlabs-ai/headroom,42.0
Graphify-Labs/graphify,41.0
Comfy-Org/ComfyUI,41.0
ifixai-ai/iFixAi,40.0
sergebulaev/linkedin-skills,40.0
Sonarr/Sonarr,39.0
kruzovic7/ai-data-extractor,39.0
FareedKhan-dev/kimi-k3-in-c,39.0
yt-dlp/yt-dlp,39.0
yuliskov/SmartTube,39.0
trimstray/the-book-of-secret-knowledge,39.0
lnkiai/m3e-canvas,38.0
Untrivial-ai/agent-orchestrator,38.0
omacom/omarchy,38.0
armory3d/armorpaint,38.0
totec448-spec/chat-on-steroids,38.0
Phyzicalorg/Phyzical_org,38.0
liquidslr/system-design-notes,38.0
eternityspring/reelbench-skills,37.0
Human-Agent-Society/reef,37.0
sopaco/deepwiki-rs,37.0
MeteorDirector/Autodesk-CFD,37.0
usestrix/strix,36.0
addyosmani/agent-skills,36.0
ColeMurray/background-agents,36.0
byJoey/warp-masque-actions,36.0
anomalyco/opencode,36.0
clash-verge-rev/clash-verge-rev,36.0
Yuan1z0825/nature-skills,36.0
perseval-BLR/DLSS5-NeuralScreen,36.0
mksglu/context-mode,35.0
ProductionEstate/IDM-setup,35.0
cp9no1/PrinterService,35.0
awesome-selfhosted/awesome-selfhosted,35.0
mattpocock/dictionary-of-ai-coding,35.0
hugohe3/ppt-master,35.0
avelino/awesome-go,34.0
VoltAgent/awesome-design-md,34.0
f/prompts.chat,34.0
TuragaLab/flybody,34.0
AprilNEA/OpenLogi,34.0
datawhalechina/hello-agents,33.0
dnshe/DNSHE-FreeDomains,33.0
AlexsJones/llmfit,33.0
HKUDS/DeepTutor,33.0
nexu-io/open-design,33.0
slee-persis/GVS5H,33.0
martin-olivier/airgorah,33.0
donnemartin/system-design-primer,32.0
every-app/open-seo,32.0
thesysdev/openui,32.0
freestylefly/awesome-gpt-image-2,32.0
Vincentwei1021/anything2explainer,32.0
torvalds/linux,32.0
Borderkebearing/fo76-companion-utility,32.0
miqdadbadjuber/anti-slop,32.0
anthropics/skills,32.0
34306/vphone-aio,31.0
unstablebuild/rune,31.0
TRazDev/Mugshot,31.0
reacherhq/check-if-email-exists,31.0
tigerless-labs/cost-xray,31.0
adtexterry-lgtm/unigit-ecosystem,31.0
FlashML-org/FreeToken,31.0
open-webui/open-webui,30.0
ahujasid/blender-mcp,30.0
jakubkrehel/skills,30.0
volcengine/OpenViking,30.0
