repo_name,today_stars,avg7,accel
Mohabkj/ExitLagCrack,22.0,0.0,22.0
Panniantong/Agent-Reach,55.0,3.857142857142857,11.323529411764705
iptv-org/iptv,44.0,4.857142857142857,7.51219512195122
shadcn/improve,34.0,4.428571428571429,6.263157894736842
apple/container,27.0,3.5714285714285716,5.90625
omnigent-ai/omnigent,23.0,3.142857142857143,5.551724137931036
affaan-m/ECC,22.0,3.2857142857142856,5.133333333333334
addyosmani/agent-skills,41.0,7.714285714285714,4.7049180327868845
chopratejas/headroom,27.0,5.571428571428571,4.108695652173913
NVIDIA/SkillSpector,21.0,4.285714285714286,3.9729729729729732
mvanhorn/last30days-skill,22.0,4.857142857142857,3.75609756097561
elder-plinius/CL4R1T4S,56.0,16.142857142857142,3.2666666666666666
